id,eng__001,eng__002,eng__003,eng__004,afr__001,afr__002,afr__003,afr__004,afr__005,zul__001,zul__002,zul__003,xho__001,xho__002,xho__003,xho__004,ssw__001,ssw__002,ssw__003,ssw__004,ssw__005,nde__001,nde__002,nde__003,nde__004,tsn__001,tsn__002,tsn__003,nso__001,nso__002,nso__003,sot__001,sot__002,sot__003,sot__004,ven__001,ven__002,ven__003,ven__004,tso__001,tso__002,tso__003,tso__004
dsac_multi_hum_00271,informal economy <n.>,,,,informele ekonomie,,,,,ukuhweba okungahlelekile,,,uqoqosho olungekho sikweni,uqoqosho olungamiselwanga,,,umnotfo longenamigomo,umnotfo longakahleleki,,,,umnotho ongakahleleki,umnotho ongalawulwako,,,ikonomitlhokatlhomamo,,,ikonomi yeo e se go ya semmušo,ikonomi yeo e sa lefego motšhelo,,moruo o itaolang,,,,ikonomi i si mulayoni,,,,ikhonominkamafundza,ikhonominkaximfumo,,
dsac_multi_hum_00272,informal sector <n.>,,,,informele sektor,,,,,umkhakhakuhweba ongahlelekile,,,icandelo elingekho sikweni,icandelo elingamiselwanga,,,umkhakha longakahleleki,umkhakha longenamigomo,,,,ikoro engakahleleki,ikoro engalawulwako,,,lephatatlhokatlhomamo,,,lekala leo le sego la semmušo,lefapha leo le sa lefego motšhelo,,lekala le itaolang,,,,khethekanyo i si mulayoni,,,,xiyengenkamafundza,xiyengenkaximfumo,sekitarankamafundza,sekitarankaximfumo
dsac_multi_hum_00273,informal trade <n.>,,,,informele handel,,,,,uhwebo olungahlelekile,,,urhwebo olungekho sikweni,urhwebo olungamiselwanga,,,luhwebo lolungakahleleki,kuhwebelana lokungenamigomo,kuhwebelana lokungakahleleki,,,irhwebo elingakahleleki,irhwebo elingalawulwako,,,kgwebisanotlhokatlhomamo,,,kgwebo yeo e sego ya semmušo,,,kgwebisano e itaolang,,,,vhuvhambadzi vhu si mulayoni,mbambadzo i si mulayoni,,,ku xavisa ko kamafundza,ku xavisa ko kaximfumo,,
dsac_multi_hum_00274,insolvent <adj.>,,,,insolvent,bankrot,,,,ocwile ezikweletini,,,-ngenakuhlawula matyala,,,,-wile,-ncwilile,-shonile,,,-tjhonileko,-wileko,,,-humanegile,-tshonne,,-tshonnego,-phuhlamego,,-weleng,-tjhonneng,,,-waho,,,,-tsandzeka ku hakela,,,
dsac_multi_hum_00275,intangible asset,,,,ontasbare bate,,,,,ingcebo engaphatheki,,,iimpahla ezingaphathekiyo,iimpahla ezingabambekiyo,,,imphahlasimo,imphahla lengatsintseki,imphahla lengabonakali,imphahla lengaphatseki,,ipahla engathintekiko,ipahla engaphathekiko,,,thototlhokatshwarego,thotokakangwa,,thoto yeo e sa kgwathegego,,,thepa e sa tshwareheng,,,,thundu tshayapfareo,ndaka tshayapfarea,,,nhundzuxianakanyiwa,,,
dsac_multi_hum_00276,interest {money},,,,rente,,,,,inzalo,,,inzala,,,,intalo,imbuyiselo,inzuzo,,,amakonyana,imalinzalo,,,morokotso,dinamane,tsalo,tswala,leshokotšo,,tswala,,,,nyingapfuma,nzwalelo,,,ntswalo,,,
dsac_multi_hum_00277,interest rate,,,,rentekoers,,,,,izingasilinganiso lenzalo,,,izinga lenzala,,,,silinganisontalo,silinganisonzuzo,,,,isilinganiso semalinzalo,ubungako bemalinzalo,,,kelotsadiso,kelorokotso,,kelo ya tswala,kelo ya leshokotšo,,sekgahla sa tswala,,,,tshikalo tsha nzwalelo,tshikala nyingapfuma,tshikala nzwalelo,,mpimo wa ntswalo,,,
dsac_multi_hum_00278,intermediate product,,,,tussenproduk,,,,,umkhiqizo ongakaphothulwa,,,imveliso evelisa enye,,,,siphelelisimkhicito,umkhicito lokhicita lomunye,,,,ipahla ekhiqizako,,,,kungogare,,,setšweletšwa se se šomišwago go tšweletša tše dingwe,,,sehlahiswa se hlahisang tse ding,,,,tshibveledzwa tsha u bveledza zwiṅwe,,,,ximakiwandlandlamuxo,,,
dsac_multi_hum_00279,international trade,,,,internasionale handel,,,,,ukuhwebelana kwamazwe ngamazwe,,,urhwebelwano lwamazwe,,,,luhwebo lwemave ngemave,kuhwebelana kwemave emhlaba,,,,ukurhwebelana kwamazwe ngamazwe,,,,kgwebisanoboditšhaba,,,kgwebo ya boditšhabatšhaba,,,kgwebisano ya matjhaba,kgwebisano ya dinaha,,,thengiselano ya dzitshaka,mbambadzelano ya dzitshaka,,,nxaviselano wa matiko,,,
dsac_multi_hum_00280,internet banking,,,,internetbankdienste,e-bankdienste,elektroniese bankdienste,internetbanksake,aanlyn bankdienste,ukubhenka ngezobuchwepheshe,,,ukubhankisha nge-inthanethi,,,,kubhanga nge-inthanethi,,,,,ukubhanga ngethungelelwanohlanganiso,ukubhanga nge-inthanethi,,,polokokgokaganyoboditšhaba,polokointhanete,,go panka ka inthanete,,,ho banka ka inthanete,,,,u bannga nga inthanethe,,,,ku banga hi inthanete,,,
dsac_multi_hum_00281,investment,,,,belegging,,,,,utshalomali,,,utyalo-mali,,,,lutjalomali,kusisa,lusisomali,emasiso,,isisomali,isisopahla,,,peeletso,tsadiso,,peeletšo,,,letsete,,,,vhubindudzi,mubindudzo,,,vuvekisi,,,
dsac_multi_hum_00282,invisible trade,,,,onsigbare handel,,,,,ukuhwebelana okungabonakali,,,urhwebelwano ngezinto ezingaphathekiyo,urhwebelwano ngezinto ezingabambekiyo,urhwebelwano ngezinto ezingabonakaliyo,,kuhwebelana ngalokungaphatseki,luhwebo ngalokungaphatseki,luhwebo ngalokungabonakali,,,irhwebo elingabonakaliko,irhwebo elingaphathekiko,,,kgwebisanotlhokatshwarego,,,kgwebišano ye e sa bonagalego,,,kgwebisano ka thepa e sa tshwareheng,,,,vhuvhambadzi ha zwi sa vhonali,thengiselano ya zwi sa vhonali,,,nxaviselano wa swianakanyiwa,,,
dsac_multi_hum_00283,invoice <n.>,,,,faktuur,,,,,invoysi,,,inkcazo-bango,i-invoyisi,,,lipheshana lalokutsengiwe,i-invoyisi,,,,i-invoyisi,,,,topotuelo,,,lenaneotefišo,,,invoese,,,,tsumbathengo,,,,xikombanxavo,,,
dsac_multi_hum_00284,job creation,,,,werkskepping,,,,,ukudala amathuba emisebenzi,,,ukudala amathuba omsebenzi,ukudala amathuba engqesho,,,ludalomatfuba emsebenti,kwakha ematfuba emsebenti,,,,ukwakhiwa kwemisebenzi,ukudalwa kwemisebenzi,,,tlholotiro,,,tlholo ya mešomo,,,tlhahiso ya mosebetsi,,,,vhusikamishumo,,,,vutumbuluxamitirho,,,
dsac_multi_hum_00285,joint stock company,,,,gesamentlikeaandeelmaatskappy,,,,,inkampani enezabelo ezihlanganisiwe,,,inkampani yendibaniselwano,,,,inkampani lenemphahla lenganyelwe,,,,,ikhampani yepahla ehlanganyelweko,,,,setlamotshwaraganelo,setlamokopanelo,setlamosemphato,khamphani ya diphahlo tša mohlakanelwa,,,khamphani ya thepa e kopanetsweng,,,,khamphani ya mikovheṱhanganyelwa,,,,khamphani ya nhundzunhlanganelo,,,
dsac_multi_hum_00286,labour force,,,,arbeidsmag,,,,,izisebenzi,,,abasebenzi,abaqeshwa,,,basebenti,tisebenti,,,,iinsebenzi,,,,badiri,,,bašomi,,,palo ya basebetsi,,,,vhashumi,,,,vatirhi,,,
dsac_multi_hum_00287,labour intensity,,,,arbeidsintensiteit,,,,,ubungako bomsebenzi,,,umsebenzi omninzi,,,,bumatima bemsebenti,,,,,umsebenzi owande ngezandla,,,,tirotsenelelo,,,bontši bja mošomo,,,boima ba mosebetsi,,,,vhukonḓi ha mushumo,tshumiso ya vhashumi,,,ntalo wa ntirhomavoko,,,
dsac_multi_hum_00288,labour law,,,,arbeidswet,,,,,umthetho wezabasebenzi,,,umthetho wezabasebenzi,,,,umtsetfo wetebasebenti,,,,,umthetho wezeensebenzi,,,,molao wa badiri,,,molao wa bašomi,,,melao ya tshebetso,,,,mulayo wa zwa mushumoni,,,,nawu wa swa vatirhi,,,
dsac_multi_hum_00289,labour supply,,,,arbeidsaanbod,,,,,ubukhona kwabasebenzi,,,ubukho babasebenzi,,,,basebenti,kuba khona kwebasebenti,tisebenti,,,inani leensebenzi,,,,tlamelobadiri,,,go ba gona ga bašomi,,,palo ya basebetsi,,,,nḓisedzo ya vhashumi,,,,vukona bya vatirhi,,,
dsac_multi_hum_00290,laundering {of money},,,,was,geldwassery,,,,ukushushumbisa imali,,,ufihlo-mali eze ngondlela-mnyama,,,,kukhwabanisa imali yemgunyathi,kukhwabanisa imali letfolwe ngebubi,,,,ukuhlanzekisa imali yomgunyathi,ukusitheza umgunyathi,,,tlhatswamadi,bogwenegwene,,phihlo ya mothopo wa tšhelete ya botsotsi,go hlatswa tšhelete,,tlhwekiso ya tjhelete ya botsotsi,,,,vhukwila ha zwa tshelede,,,,ku seletela mikondzo ya mali ya manyala,,,
dsac_multi_hum_00291,levy <n.>,,,,heffing,,,,,ilevi,,,umrhumo,ilevi,,,umtselotsite,intselatsite,ilevi,,,umthelo,ilevi,,,lekgethwana,tefiso,,motšhelo,lekgetho,,lekgetho,kgafa,,,muthelo,,,,xibalo,,,
dsac_multi_hum_00292,liability,,,,aanspreeklikheid,,,,,isikweletu,,,ityala,isikweliti,,,sikweleti,,,,,isikolodo,isikwelede,,,sekoloto,,,sekoloto,molato,,sekoloto,molato,,,tshikolodo,khwalo,,,xikweleti,,,
dsac_multi_hum_00293,light manufacturing industry,light industry,,,ligte nywerheid,,,,,imbonimkhiqizo emincane,,,ushishino lweemveliso ezilula,ushishino lweemveliso ezincinci,,,imbonimkhicito lomncane,,,,,ibubulo elikhiqiza okulula,i-indastri ekhiqiza okulula,,,bodirelopotlana,,,intaseteri ya tšweletšo tše bofefo,,,indastri ya tlhahiso ya thepa e bobebe,,,,nḓowetshumo ya zwi leluwaho,vhubveledzi ha zwi leluwaho,,,vumaki bya swo vevuka,,,
dsac_multi_hum_00294,limited resources,,,,beperkte hulpbronne,beperkte hulpmiddele,,,,imithombo enemikhawulo,,,imithombo eqingqekileyo,imithombo enqongopheleyo,,,imitfombolusito lengeneli,tinsita letingeneli,,,,imithombo etlhayelako,,,,metswedithusolekanyeditsweng,,,methopo yeo e lekaneditšwego,methopo yeo e hlaelelago,,disebediswa tse haellang,,,,zwishumiswa zwo elwaho,,,,switirhisiwa leswi pimiweke,,,
dsac_multi_hum_00295,liquid asset,,,,likiede bate,,,,,ingcebo ethengiseka kalula,okungathengiseka kalula,,impahla ethengiseka lula,impahla ethengiseka ngokukhawuleza,,,imphahla letsengiseka malula,imphahla letsengiseka kalula,,,,ipahla ethengiseka lula,,,,thotothekisonolo,,,thoto yeo e rekišegago gabonolo,,,thepa e fetolehang,,,,thunduthengisea,,,,nhundzu yo hundzuluxeleka eka mali hi ku olova,,,
dsac_multi_hum_00296,liquidate {to convert into cash},,,,likwideer,,,,,ukuthengisa impahla,,,thengisa impahla,,,,tsengisa imphahla,,,,,-thengisa ipahla,,,,rekisa thoto,,,rekiša thoto,,,-fetolela thepa tjheleteng,,,,rengisa ndaka,,,,ku xavisa nhundzu,,,
dsac_multi_hum_00297,liquidate {business},,,,likwideer,,,,,ukuvala ibhizinisi,,,ukulikhwideyitha,,,,dla ibhizinisi,,,,,-vala ibhizinisi,-dla ibhizinisi,-thengisa ipahla,,tswala kgwebo,,,tswalelwa le go rekišwa ga kgwebo,,,-ja kgwebo,,,,rengiselwa ndaka,,,,ku pfala bindzu,,,
dsac_multi_hum_00298,liquid investment,,,,likiede belegging,,,,,utshalomali olukhipheka ngokushesha,,,utyalo-mali olufikeleleka lula,,,,lusisomali lolutsengiseka malula,,,,,isisomali elithengiseka lula,,,,peeletsomadi,,,peeletšo yeo e hwetšagalago gabonolo,,,letsete le ka bang tjhelete,,,,vhubindudzi tshaya mbofho,,,,vuvekisi byo hundzuluxeleka eka mali hi ku olova,,,
dsac_multi_hum_00299,liquidity,,,,likiditeit,likwiditeit,,,,ukuthengiseka kalula,,,ukuthengiseka lula,ukuthengiseka ngokukhawuleza,,,kutsengiseka malula,,,,,ukuthengiseka lula,ukuthengeka,,,kgwebonolo,,,thekišegonolo,likhwidithi,,kgonahalo ya ho rekiseha,,,,u rengisea,,,,ku xaviseka hi ku olova,,,
dsac_multi_hum_00300,living standard,,,,lewenstandaard,,,,,izingampilo,,,umgangatho wokuphila,izinga lokuphila,,,lizingamphilo,,,,,izinga lokuphila,,,,maemotshelo,,,maemo a go phela,,,maemo a bophelo,,,,tshilinganyo tsha kutshilele,,,,xiyimo xa mahanyelo,,,
dsac_multi_hum_00301,living wage,,,,bestaansloon,,,,,umholo ongakuphilisa,,,umrholo ofanelekileyo,umrholo owanele izidingo,,,umholo lowenele tidzingonchanti,,,,,umrholo owaneleko,,,,tefotshelo,tuelotshelo,,moputso wo o lekanego,mogolo wa maswanedi,,moputso o lekaneng,,,,malamba o linganelaho,,,,muholo wo hanyeka,,,
dsac_multi_hum_00302,loan shark,,,,woekeraar,,,,,umashonisa,,,umatshonisa,,,,mashonisa,shayiloki,umebolekisimali,,,umatjhonisa,,,,matšhonisa,,,matšhonisa,,,matjhonisa,,,,matshonisa,,,,machonisi,,,
dsac_multi_hum_00303,lot {auction},,,,lot,,,,,impahla yendalikuncintisana,,,okuthengiswa kwintengiso yotshitshiso,okutshitshiswa kwifandesi,,,imphahla yefandesi,imphahla lebhidelwako,,,,intundu ethengiswako,okuthengiswa efandesini,okuthengiswa efandisini,,thotothekiswa,sefantiswa,,direkišwa fantising,llote,,sefantiswa,,,,thunduthengiswa ya fandisini,ndaka thengiswa ya fandisini,,,nhundzu ya fandisi,,,
dsac_multi_hum_00304,lump sum,,,,enkelbedrag,lompsom,,,,isizumbulu,isamba semali,,isambuku semali,,,,samba semali,sizumbulu,,,,isamba semali,isizumbulu,,,madikompa,madintsi,,moputsontši,tefontši,,tjhelete e kgobokantsweng,bokgothokgotho,,,gwamafulu,,,,hakelo yo tala hi nkarhi wun’we,,,
dsac_multi_hum_00305,macroeconomics,,,,makro-ekonomie,,,,,igatsha lezomnotho elivulelekile,,,icandelo lezoqoqosho olubanzi,,,,temnotfo jikelele,,,,,umnothopheleleko,,,,lephataikonomikgolo,,,lekala la thutamananeokakaretšo a ikonomi,makheroikonomi,,makroekhonomikse,,,,ikonomi ya makhiro,,,,ikhonomikikulu,,,
dsac_multi_hum_00306,manual labour,,,,handearbeid,handewerk,,,,umsebenzi wezandla,,,umsebenzi wezandla,,,,umsebenti wetandla,,,,,umsebenzi wezandla,,,,tiroatla,,,mošomo wa diatla,,,mosebetsi wa matsoho,,,,mushumo wa zwanḓa,,,,ntirho wa mavoko,,,
dsac_multi_hum_00307,manufacture <v.>,,,,vervaardig,,,,,ukukhiqiza,,,velisa,,,,khicita,,,,,-enza,-khiqiza,-bumba,,tlhagisa,bopa,,tšweletša,manyufeketšhara,,-hlahisa,,,,bveledza,,,,endla,maka,,
dsac_multi_hum_00308,market {place},,,,mark,,,,,imakethe,,,imarike,imakethi,,,imakethe,,,,,imakethe,imaraga,,,mmaraka,,,mmaketeng,mmarakeng,,maraka,,,,makete,maraga,,,makete,,,
dsac_multi_hum_00309,market {all potential buyers or users},,,,mark,,,,,abathengi,,,abathengi,,,,batsengi,emakhasitamende,,,,abathengi,,,,bareki,,,monyetla wa bareki,,,bareki,,,,vharengi,,,,vaxavi,,,
dsac_multi_hum_00310,market economy,,,,markekonomie,,,,,umnotho wemakethe,,,uqoqosho lwemarike,uqoqosho lwemakethi,inkqubo yorhwebo olukhululekileyo,,umnotfo wemakethe,,,,,irherho lemakethe etjhaphulukileko,,,,ikonomimmaraka,,,ikonomi ya mmaraka,ikonomi ya mmakete,,tsamaiso ya moruo wa maraka,,,,ikonomi ya maraga,ikonomi ya makete,,,ikhonomi ya makete,,,
dsac_multi_hum_00311,market income,,,,markinkomste,,,,,ingeniso lomuzi,,,ingeniso yemarike,ingeniso yemakethi,,,imalingena yemakethe,,,,,ingeniso yomkhaya,,,,letsenommaraka,,,letseno la mmaraka,,,lekeno la maraka,,,,mbuelo ya maraga,mbuelo ya makete,,,malinghena ya makete,,,
dsac_multi_hum_00312,marketing,,,,bemarking,,,,,ukumaketha,,,intengiso,,,,kuhweba,kutsengisa,kumaketha,,,ukumaketha,,,,papatso,,,papatšo,,,ho maketa,,,,vhuvhambadzi,,,,ku xavisa,,,
dsac_multi_hum_00313,market price,,,,markprys,,,,,inani lentengo,,,ixabiso lentengiso,,,,linanimakethe,intsengomakethe,,,,intengo yemakethe,,,,tlhotlhwammaraka,,,theko ya mmarakeng,theko ya mmaketeng,,theko ya maraka,,,,mutengo wa maragani,mutengo wa maketeni,,,nxavo wa le makete,,,
dsac_multi_hum_00314,market survey,market research,,,markopname,marknavorsing,,,,isaveyi ngabasebenzisimkhiqizo,,,uphando ngentengiso,intlolo-zimvo ngentengiso,uvavanyo-zimvo ngentengiso,,lucubungulomakethe,,,,,ihlolomakethe,irhubhululorhwebo,ihlelorhwebo,,tshekatshekommaraka,,,diphatišišo tša mmaraka,dinyakišišo tša mmaraka,,phuputso ya maraka,,,,ṱhoḓisiso ya maraga,ṱhodisiso ya makete,,,mbalango wa makete,,,
dsac_multi_hum_00315,market value,,,,markwaarde,,,,,inani lentengiso,,,ixabiso lentengiso,,,,linani lentsengisomakethe,,,,,inani lemakethe,,,,bolengmmaraka,,,boleng bja thekišo,,,boleng ba thekiso,,,,mutengo wa maraga,mutengo wa makete,,,nxavo wa le makete,,,
dsac_multi_hum_00316,medium business,medium-sized business,medium enterprise,,mediumgrootteonderneming,,,,,ibhizinisi elisakhula,,,ishishini elisakhulayo kwinqanaba eliphakathi,,,,ibhizinisi lesakhula,ibhizinisi lesandlondlobala,,,,ibhizinisi esakhulako,,,,kgwebogareng,,,kgwebo yeo e golago,kgwebo ya magareng,,kgwebo e holang,,,,bindunyaluwi,,,,bindzuxikarhi,,,
dsac_multi_hum_00317,menial labour,,,,dienswerk,,,,,umsebenzi ongadingi ikhono,,,umsebenzi ongafuni qeqesho lusesikweni,umsebenzi ofuna uqeqesho olungephi,,,umsebenti longadzingi likhono,,,,,umsebenzi ongafundelwako,,,,tironolo,,,mošomo wo o sa nyakego bokgoni,,,mosebetsi o eisehang,,,,mushumozwawo,,,,ntirho lowu nga laviki swikili,,,
dsac_multi_hum_00318,merchandise <n.>,,,,handelsware,,,,,impahla yohwebo,,,impahla yokurhweba,,,,sitoko,imphahla letsengiswako,,,,ipahla ethengiswako,,,,thotothekiso,serekiswa,,diphahlokgwebišano,,,dintho,thepa,,,thunduthengiswa,,,,nhundzu yo xavisiwa,,,
dsac_multi_hum_00319,merchant bank,,,,aksepbank,,,,,ibhange lokuhweba,,,ibhanki yorhwebelwano lwehlabathi,,,,libhangekuhweba,,,,,ibhanga yezerhwebo,,,,bankakgwebisano,,,panka ya kgwebišano,,,banka ya dikadimo tsa kgwebo,,,,bannga ya thengiso,,,,bangi ya tikhamphani ta misava,,,
dsac_multi_hum_00320,micro business,micro-enterprise,,,mikro-onderneming,,,,,ibhizinisi elivalelekile,,,ishishini elincinci,,,,ibhizinisincane,,,,,ibhizinisi encancani,,,,kgwebonnye,kgwebopotlana,,kgwebopotlana,kgwebonnyane,,kgwebo e nnyane,,,,bindu ḽiṱuku,,,,bindzutsongo,,,
dsac_multi_hum_00321,microeconomics,,,,mikro-ekonomie,,,,,igatsha lezomnotho elivalelekile,,,icandelo loqoqosho olungekho banzi,,,,temnotfo ngesigatjana,temnotfo ngendzawana,,,,ingcenye encani yomnotho,,,,lephatakgwebonnye,,,lekala la thutamananeonnyane a ikonomi,maekheroikonomi,,maekroikhonomikse,,,,ikonomindivhanywa,,,,ikhonomikitsongo,,,
dsac_multi_hum_00322,middleman,,,,middelman,,,,,umxhumanisi,,,umnxibelelanisi,unozakuzaku,,,umtsengisi,,,,,umthintanisi,,,,mogokanyi,,,mmaditsela,mokgokagantšhi,,mohokahanyi,,,,muvhambadzi,,,,muhlanganisi,,,
dsac_multi_hum_00323,migrant labour,,,,trekarbeid,,,,,umsebenzi wabafuduki,,,umsebenzi wamagoduka,,,,umsebenti webacuphi,umsebenti wemagayiza,umsebenti webantfu labachamuka ekudzeni,,,umsebenzi okhambisako,umsebenzi ofudusanako,umsebenzi othuthisanako,,bodiritlhokasope,borobisi,,mošomo wa bafaladi,,,mosebetsi wa hloma-o-hlomole,,,,mushumo wa vhutendeleki,magaraba,,,ntirho wo rhurharhurha,,,
dsac_multi_hum_00324,mineral resources,,,,minerale hulpbronne,,,,,izimbiwaphansi,,,izimbiwa,,,,imtfombo yetimbiwa,timbiwa,,,,imithombo yamaminerali,imithombo yezenjiwa,,,metswedimenerale,,,methopo ya diepša,methopo ya diminerale,,dirashwa,,,,zwiko zwa minerala,,,,switirhisiwa swa swicelwa,,,
dsac_multi_hum_00325,minimum payment,,,,minimum betaling,,,,,inkokhelo ephansi,,,intlawulo ephantsi emiselweyo,,,,imbadaloncane,inkhokheloncane,,,,ubuncanimbadalo,,,,tuelotlase,tuelonnye,,tefelo ya tlasetlase,,,bonnyane ba tefo,,,,mbadelo ya fhasisa,,,,hakelo ya le hansi,hakelovugimatsongo,,
dsac_multi_hum_00326,minimum wage,,,,minimum loon,,,,,umholo ophansi,,,umrholo ophantsi omiselweyo,,,,umholoncane,liholoncane,,,,ubuncanimrholo,ubuncani bomrholo,,,tefotlase,tefonnye,,moputso wa tlasetlase ka semolao,,,bonnyane ba moputso,,,,malamba a fhasisa,,,,muholovugimatsongo,,,
dsac_multi_hum_00327,mining industry,,,,mynbedryf,mynwese,,,,imboni yezimayini,izimayini,,ezemigodi,,,,timayini,imboni yetimayini,,,,ibubulo lezenjiwa,ibubulo lokumayina,ibubulo leemayini,,bodirelomoepo,,,intaseteri ya tša meepo,,,indastri ya merafo,,,,nḓowetshumo ya zwa migodi,vhubveledzi ha zwa migodi,,,khamphani ya migodi,khamphani ya timayini,,
dsac_multi_hum_00328,mixed economy,,,,gemengde ekonomie,,,,,umnotho ominxaningi,,,uqoqosho oluhlanganisiweyo,,,,umnotfonhlanganisela,,,,,umnothomvango,,,,ikonomitswako,,,ikonomi ya mohlakanelwa,,,moruoa o kopantseng,,,,ikonomimvangwa,,,,ikhonomi ya nhlanganelo,,,
dsac_multi_hum_00329,monetarism,,,,monetarisme,,,,,ulawulomali nguhulumeni,,,ulawulo-mali ngurhulumente,,,,lulawulomali lwahulumende,,,,,ilawulo lekhandomali,imanitharizimu,,,kgopolotaolomadi,,,taolotshepetšo ya ditšhelete,manitharisimo,,bolaodi ba moruo,,,,vhulangi ha masheleni a muvhuso,,,,vulawulamali hi mfumo,,,
dsac_multi_hum_00330,monetary policy,,,,monetêre beleid,,,,,inqubomgomo yezezimali,,,umgaqo-nkqubo wolawulo-mali,,,,inchubomgomo yetetimali,,,,,umgomo wezeemali,umthethokambiso wezeemali,,,pholisimadi,,,pholisi ya tša ditšhelete,,,pholisi ya tsa ditjhelete,leano la tsa ditjhelete,,,mbekanyamaitela ya zwa masheleni,,,,pholisi ya swa timali,,,
dsac_multi_hum_00331,monopoly,,,,monopolie,,,,,imakethe kadlayedwa,,,imakethi yoxhamla yedwa,imakethi yodlayedwa,imakethi yomthengisi oyedwa,,imakethe yamadlayedvwa,bugovu,kugovuka,,,imakethe kamadlayedwa,,,,kgwebanosi,,,mmaraka wa morekišanoši,,,monopholi,,,,bindu ḽa muthihi,mbambadzoyoga,,,n’wamabindzuyexe,,,
dsac_multi_hum_00332,mortgage,mortgage loan,mortgage bond,home loan,verband,,,,,isikweletu sendlu,,,ityala lendlu,isikweliti sendlu,,,sikweleti semphahla,sikweleti sendlu,,,,isikolodo sepahla enzinzileko,isikwelede sepahla enzinzileko,,,sekolotontlo,bonto,,sekoloto sa ntlo,loune ya ntlo,,lounu ya thepa,,,,khadzimiso ya ndaka,khadzimiso ya thundu,,,xikweleti xa yindlu,,,
dsac_multi_hum_00333,multinational corporation,MNC,,,multinasionale korporasie,,,,,inkampani enamagatsha emazweni,,,inkampani eshishina kumazwe ngamazwe,,,,inkampani lekumave ngemave,,,,,ikhampani yamazwe ngamazwe,,,,koporasitšhabantsi,,,khamphani yeo e gwebago ka dinageng tše dintši,,,koporasi e dinaheng tse ngata,,,,koporasi ya dzitshaka,,,,khamphani ya marhavi ematikweni,,,
dsac_multi_hum_00334,mutual fund,,,,effektetrust,onderlinge beleggingstrust,,,,isikhwama esihlanganyelwe,,,ingxowa yabatyali-zimali,,,,sikhwama lesihlanganyelwe,sikhwama semfelandzawonye,,,,isikhwama sehlanganyela,,,,letloletlhakanelo,letlolekopanelo,,sekhwama sa dipeeletšo tša mohlakanelwa,,,letlole le kopanetsweng,,,,tshikwama tsha muṱanganelwa,,,,nkwamanhlanganelo,,,
dsac_multi_hum_00335,nationalisation,,,,nasionalisering,,,,,ulawulomabhizinisi nguhulumeni,,,ulawulo lwamashishini ngurhulumente,,,,lulawulombuso,kubeka ngaphasi kwembuso,,,,ukufaka ngaphasi kobunikazi bombuso,,,,taolopuso,pusofatso,,peo ya dithoto ka fase ga taolo ya mmušo,,,taolo ya mmuso,,,,ndangula mabindu nga muvhuso,,,,vulawulamabindzu hi mfumo,,,
dsac_multi_hum_00336,net profit,,,,netto wins,,,,,inzuzongqo,,,inzuzo emva kweendleko,,,,inzuzo ngemuva kwekuncutfwa,inzuzoncutfwa,inzuzo ngemuva kwekudvonswa,,,inzuzo eseleko,,,,madipoelo,maditshalelogolo,,poelo yeo e šetšego,,,phaello kamora tefo,,,,mbuelongwanwa,,,,mbhindzulonsalo,,,
dsac_multi_hum_00337,net salary,,,,netto salaris,,,,,umholo osalayo,umholo ozesandleni,,umvuzo emva koxulo,umvuzo emva kweemali ezitsaliweyo,,,umholo losalako,,,,,umrholo onghwathiweko,,,,mogolo,,,mogolo wo o šetšego,moputso wo o šetšego,,moputso kamora kgulo,,,,muholongwanwa,,,,muholo lowu salaka,,,
dsac_multi_hum_00338,net worth,,,,netto waarde,,,,,ingcebobungako,,,ixabiso lobutyebi,,,,bungakongcebo lesele,,,,,inani osala nalo,,,,bolengotlhe,,,boleng bja tšeo di šetšego,,,boleng ba thepa kamora tefo,,,,ndemengwanwa,,,,nkokansalo,,,
dsac_multi_hum_00339,nonexcludability,,,,nie-uitsluitbaarheid,,,,,ukungavaleleki ngaphandle kwabathengi,,,ukungabi nakuvalelwa ngaphandle kwabathengi,,,,kutsenga lokukhululekile,kungavinjelwa kwalabangenamandla ekutsenga,,,,ukungakhawulelwa kwabanganamandla wokuthenga,,,,kakaretsego,,,go se thibele tšhomišo,,,ho se thibele ba sa kgoneng,,,,tshaya khethululo,,,,nkansiveleko,,,
dsac_multi_hum_00340,non-liquid asset,,,,nielikiede bate,,,,,okungathengiseki kalula,,,impahla engathengiseki lula,impahla engathengiseki ngokukhawuleza,,,imphahla lengatsengiseki malula,,,,,ipahla engathengiseki lula,,,,thototlhokathekisego,,,thoto yeo e sa rekišegego gabonolo,,,thepa e sa fetoleheng tjheleteng ha bonolo,,,,thunduthilathengiso,ndakathilathengiso,,,nhundzu leyi nga hundzuluxekiki hi ku olova,,,
dsac_multi_hum_00341,open economy,,,,oop ekonomie,,,,,umnotho ovulelekile,,,urhwebelwano olungenamiqobo,urhwebelwano oluvulelekileyo,,,umnotfo longenamkhawulo,umnotfo lokhululekile,umnotfo lovulekile,,,umnotho ovulekileko,,,,ikonomigololesegileng,,,ikonomi ya go gwebišana le dinaga di šele,,,moruo o hwebisanang le e meng,,,,ikonomi yo vuleaho,,,,ikhonomi yo pfuleka,,,
