id,eng__001,eng__002,afr__001,afr__002,afr__003,afr__004,zul__001,zul__002,xho__001,xho__002,xho__003,xho__004,xho__005,xho__006,ssw__001,ssw__002,ssw__003,ssw__004,nde__001,nde__002,nde__003,nde__004,tsn__001,tsn__002,tsn__003,tsn__004,nso__001,nso__002,nso__003,sot__001,sot__002,ven__001,ven__002,ven__003,tso__001,tso__002,tso__003
dsac_multi_art_00318,mirroring,,spieëling,weerspieëling,,,ukulingisela,,ukulinganisa ngaxeshanye,,,,,,kutihlola njengasesibukweni,kutibuka njengasesibukweni,,,ukulingisisa isiboniboni,ukulingisasasiboniboni,,,bontsha,,,,boipontšho,,,-bonketsisane,,tshiedzisa,,,-vutivoni,,
dsac_multi_art_00319,modern art,,moderne kuns,,,,ubuciko besimanjemanje,,ubugcisa bale mihla,ubugcisa bala maxesha,,,,,buciko besimanje,,,,ubukghwari besimodeni,ubukghwari besimanjemanje,ubugwali besimanjemanje,ubugwali besimodeni,botsweretshi jwa segompieno,botaki jwa segompieno,,,bokgabo bja sebjalebjale,,,bonono ba sejwalejwale,,vhutsila ha musalauno,vhutsila ha tshizwinozwino,,vutshila bya ximanguvalawa,,
dsac_multi_art_00320,modern music,,moderne musiek,,,,umculo wesimanjemanje,,umculo wale mihla,umculo wala maxesha,,,,,umculo wesimanje,umculo walomuhla,,,umvumo wesimodeni,umvumo wesimanjemanje,,,mmino wa segompieno,,,,mmino wa sebjalebjale,,,mmino wa sejwalejwale,,muzika wa musalauno,muzika wa tshizwinozwino,,vuyimbeleri bya ximanguvalawa,,
dsac_multi_art_00321,mosaic tile,,mosaïekteël,,,,ithayili elinobumozayikhi,,ithayili yamatyana amibalabala,,,,,,lithayili lemozayikhi,,,,ithayela lemozayikhi,,,,thaele ya dibatabata,thaele ya mosaiki,,,thaele ya mosaiki,thaele ya dibenyane,,thaele ya ditema,thaele ya moseiki,thaiḽi ya zwipiḓapiḓa,thaiḽi ya mozaiki,,thayili ya mozayiki,,
dsac_multi_art_00322,moviemaker,,rolprentvervaardiger,filmmaker,,,umenzingqayi,umenzimabhayiskobho,umenzi womboniso-bhanyabhanya,umenzi wefilim,umenzi webhayaskophu,,,,umentimamuvi,umentimafilimu,umentimabhayiskobho,,umenzi wamamuvi,umenzimafilimu,,,modirabaesekopo,modiradifilimi,modirasetshwantsho,,mohlami wa difilimi,mohlami wa paesekopo,,mohlahisi wa dimovi,mohlahisi wa dibaesekopo,muitamuvi,muitabaisikopo,,muendli wa filimu,muendli wa muvhi,muendli wa bayisikopo
dsac_multi_art_00323,movie star,film star,rolprentster,filmster,,,umdlalingqayi ogqamile,umdlalimabhayiskobho ogqamile,umdlali ophume izandla womboniso-bhanyabhanya,umdlali ophume izandla wefilim,umdlali ophume izandla webhayaskophu,,,,ingcweti kutemafilimu,ingcweti kutemabhayiskobho,ingcweti kutemamuvi,,umlingisi ophambili kezamafilimu,umlingisi ophambili kezamamuvi,,,naledi ya dibaesekopo,sekgantshwane sa difilimi,,,naletšana ya difilimi,naletšana ya paesekopo,,kgalala ya dimovi,naledi ya dimovi,mutambimakone wa muvi,mutambimakone wa fiḽimu,,nghwazi ya bayisikopo,nghwazi ya filimi,nghwazi ya muvhi
dsac_multi_art_00324,Mozart,,Mozart,,,,u-Mozart,,uMozart,,,,,,Mozart,,,,u-Mozart,,,,Mozart,,,,Mozart,,,Mozart,,Mozarti,,,Mozati,,
dsac_multi_art_00325,muchongolo,,muchongolo,,,,indlamu yabaTsonga,umushongolo,umtshongolo,,,,,,umshongolo,,,,u-muchongolo,,,,motšhonkolo,,,,muchongolo,mmino wa setšo wa tso,,motjhonkolo,,mutshongolo,,,muchongolo,,
dsac_multi_art_00326,muffle <v.>,,demp,,,,ukungundaza,,gquma isandi sivakalele ezantsi,,,,,,ehlisa umsindvo,shayela phansi,,,-phungula umdumo,,,,ngunanguna,mumura,,,-dira modumo wa go kwagalela fase,,,-bipa,,fhungudza muungo,,,ku hunguta mpfumawulo wu twalela hansi,,
dsac_multi_art_00327,mural artist,muralist,muurskilder,,,,umdwebizindonga,,umzobi weendonga,umhombisi zindonga,,,,,umdvwebitindvonga,,,,umgwali wamaboda,,,,mokgabisimabota,motakamabota,,,sekgabiši sa maboto,,,senono sa mabota,,muola kha mbondo,,,mukhavisamakhumbi,,
dsac_multi_art_00328,mural painting,,muurskildery,muurskildering,,,umdwebo osodongeni,,umzobo oseludongeni,umhombiso oseludongeni,,,,,umdvwebo loseludvongeni,umdvwebo loselubondzeni,,,amagwalo webodeni,,,,setshwantshoboteng,setakwaboteng,,,seswantšho sa leboteng,,,setshwantsho sa leboteng,,vhuolambondo,nyolo kha mbondo,,vukhavisamakhumbi,,
dsac_multi_art_00329,musical ambition,,musikale ambisie,,,,injongo yomculo,,ukuba neenjongo eziphakamileyo ngomculo,,,,,,sifiso ngemculo,,,,itjisakalo kezomvumo,,,,phisegelommino,,,,phišagelo ya mmino,,,tjheseho mminong,,bono ḽa muzika,lutamo lwa muzika,,hisekela vuyimbeleri,,
dsac_multi_art_00330,musical catalogue,,musiekkatalogus,,,,ikhathalogi ekhangisa ngokucula,,ikhathalogu yomculo,,,,,,ikhathalogi yemculo,,,,ikhathalogi yomvumo,,,,khataloko ya mmino,,,,khathaloko ya mmino,,,khathaloko ya mmino,,khathaḽogo ya muzika,,,khatalogo ya swa vuyimbeleri,,
dsac_multi_art_00331,musical collaboration,,musikale samewerking,,,,ukusebenzisana emculweni,,intsebenziswano kwezomculo,ukusebenza kunye kwezomculo,,,,,kuhlanganyela emculeni,,,,ukusebenzisana kezomvumo,,,,tirisano ka tsa mmino,,,,tirišano go tša mmino,,,tshebedisano mminong,,vhushumisani kha zwa muzika,,,ntirhisano wa swa vuyimbeleri,,
dsac_multi_art_00332,musical composition,,musiekkomposisie,,,,ukuqanjwa komculo,,umculo oqanjiweyo,,,,,,umculo locanjiwe,,,,ukwakheka komvumo,ibuthelelo leengoma,,,tlhamommino,,,,tlhamo ya mmino,,,tlhophiso ya mmino,pina,luimbo,,,vuqhambi,,
dsac_multi_art_00333,musical culture,,musiekkultuur,,,,isiko lokucula,,isiqhelo ngokubhekisele emculweni,,,,,,lisiko lemculo,,,,isiko lomvumo,,,,setso sa mmino,,,,setšo sa mmino,,,tlwaelo ya ho bina,,mvelele ya muzika,,,mfuwo wa swa vuyimbeleri,,
dsac_multi_art_00334,musical idiom,,musikale idioom,,,,indlela yokucula yesikhathi esithile,,isimbo somculo,uhambelwano lomculo nemeko,,,,,indlela yemculo,,,,umhlobo othileko womvumo,,,,papisommino,,,,mohuta wa mmino,,,makgetha a mmino,,lushaka lwa muzika,,,muxaka wa vuyimbeleri,,
dsac_multi_art_00335,musical journey,,musikale reis,,,,ibanga emculweni,,amanqanaba olugqithe kuwo uhlobo lomculo,,,,,,luhambo kutemculo,,,,ikhambo kezomvumo,ikhambo ekuvumeni,,,leeto la mmino,,,,leeto la mmino,,,nalane mminong,,siangane ya muzika,,,rendzo ra swa vuyimbeleri,,
dsac_multi_art_00336,musical performance,musical recital,musiekuitvoering,,,,ukudlalwa komculo,,ukudlalwa komculo,,,,,,kudlalwa kwemculo,,,,ukuvuma,,,,tiragatsommino,,,,tiragatšo ya mmino,,,ho bina,,u imba,,,vuyimbeleri,,
dsac_multi_art_00337,musical play,,musiekblyspel,musiekspel,,,umdlalomculo,,umdlalo onomculo,,,,,,umdlalomculo,,,,umdlalomvumo,,,,motshamekommino,,,,papadi ya mmino,,,tshwantshiso ya mmino,terama ya mmino,ḽitambwa ḽa muzika,,,ntlangu wa swa vuyimbeleri,,
dsac_multi_art_00338,musical quiz,,musikale vasvrawedstryd,musiekvasvrawedstryd,,,isivivinyolwazi ngomculo,,uvavanyo-lwazi lomculo,,,,,,tiphicaphicwano temculo,,,,isirarejo somvumo,,,,potsolotso-ka-mmino,,,,phadišano ka ga mmino,,,dilotho ka mmino,,khwizi ya muzika,thai ya muzika,,nkambelavutivi wa swa vuyimbeleri,,
dsac_multi_art_00339,musical sound,,musikale klank,,,,umsindo womculo,,isandi somculo,,,,,,umsindvo wemculo,,,,umdumo womvumo,,,,modumommino,,,,modumo wa mmino,,,modumo wa mmino,,muungo wa muzika,,,mpfumawulo wa swa vuyimbeleri,,
dsac_multi_art_00340,musical style,,musiekstyl,,,,indlela yokucula,,isimbo somculo,,,,,,sitayela semculo,,,,isitayela somvumo,,,,mokgwammino,,,,setaele sa mmino,mokgwa wa mmino,,setaele sa mmino,,tshitaila tsha muzika,,,mayimbelelelo,xitayele xa mayimbelelelo,
dsac_multi_art_00341,musical talent,musikale talent,musiektalent,,,,isiphiwo somculo,ithalente lomculo,isiphiwo somculo,italente yomculo,,,,,siphiwo semculo,lithalenta lemculo,,,ithalente lombhino,isiphiwo sombhino,,,talente ya mmino,,,,talente ya mmino,,,talente ya mmino,,mpho ya muzika,,,nyiko ya swa vuyimbeleri,,
dsac_multi_art_00342,musical taste,,musieksmaak,,,,udlebe lomculo,,uthando lomculo othile,,,,,,indlebe yemculo,,,,indlebe yomvumo,,,,tlhopo ya mmino,tsebe ya mmino,,,kgetho ya mmino,,,tshekamelo ya mmino,,nḓivho ya muzika,,,ntsakelo wa swa vuyimbeleri,,
dsac_multi_art_00343,musical theatre,,musiekteater,,,,umculomdlalo,,umdlalo ohamba nomculo,,,,,,ithiyetha yemculo,,,,umdlalomvumo wetiyetha,,,,teatere ya mmino,bodiragaletsommino,,,teatere ya mmino,,,thiyetha ya mmino,,ḽitambwa ḽa muzika,,,thiyetara ya swa vuyimbeleri,,
dsac_multi_art_00344,musical tradition,,musikale tradisie,,,,isiko lomculo,,isiqhelo ngokubhekiselele emculweni,,,,,,imihambo yemculo,,,,isiko lomvumo,,,,moetlommino,,,,setšo sa mmino,,,moetlo wa mmino,,maitele a muzika,,,ndhavuko wa swa vuyimbeleri,,
dsac_multi_art_00345,musical work,,musikale werk,,,,iculo,,umsebenzi womculo,,,,,,umsebenti wemculo,,,,umsebenzi wezomvumo,,,,mmino,,,,mmino,,,pina,,mushumo wa muzika,,,ntirho wa swa vuyimbeleri,,
dsac_multi_art_00346,music award,,musiektoekenning,,,,umklomelo womculo,,imbasa yomculo,,,,,,umklomelo wemculo,,,,umtlomelo womvumo,unongorwana womvumo,,,kabo ya mmino,,,,sefoka sa mmino,,,kgau ya mmino,,pfufho ya muzika,,,sagwadi ra vuyimbeleri,,
dsac_multi_art_00347,music business,,musiekbedryf,,,,ibhizinisi lomculo,,ishishini lomculo,,,,,,ibhizinisi yemculo,,,,ibhizinisi lomvumo,,,,kgwebommino,,,,kgwebo ya mmino,,,kgwebo ya mmino,,bindu ḽa muzika,,,bindzu ra swa vuyimbeleri,,
dsac_multi_art_00348,music catalogue,,musiekkatalogus,,,,ikhathalogi yomculo,,ikhathalogu yomculo,,,,,,ikhathalogi yemculo,,,,ikhathalogu yomvumo,,,,khataloko ya mmino,,,,khathaloko ya mmino,,,khathaloko ya mmino,,khathaḽogo ya muzika,,,khatalogo ya swa vuyimbeleri,,
dsac_multi_art_00349,music concert,,musiekkonsert,,,,ikhonsathi yomculo,,ikhonsathi yomculo,,,,,,ikhonsathi yemculo,,,,ikhonsathi yomvumo,,,,khonsata ya mmino,,,,khonsate ya mmino,,,khonsete ya mmino,,khontsati ya muzika,,,khonsati ya swa vuyimbeleri,,
dsac_multi_art_00350,music development programme,,musiekontwikkelings-program,,,,uhlelo lokuthuthukiswa komculo,,inkqubo yokuphuhliswa komculo,inkqubo yophuhliso lomculo,,,,,luhlelo lwekutfutfukisa umculo,,,,ihlelo lokuthuthukisa umvumo,,,,lenanetsweletsommino,lenanetshimololommino,,,lenaneotšwetšopele la mmino,,,lenaneo la ntlafatso ya mmino,,mbekanyamushumo ya mveledzisa muzika,,,nongonoko wa nhluvukiso wa swa vuyimbeleri,,
dsac_multi_art_00351,music director,,musiekdirekteur,,,,umqondisi womculo,,umlawuli womculo,,,,,,umcondzisi wemculo,,,,umnqophisi womvumo,,,,mokaedi wa mmino,,,,molaodi wa mmino,,,molaodi wa mmino,,mulangamuzika,,,mulawuri wa swa vuyimbeleri,,
dsac_multi_art_00352,music extravaganza,,musiek-ekstravaganza,musiekextravaganza,,,idili lomculo,,umdliva womculo,,,,,,siphihli semculo,lidzili lemculo,,,umqaliso wezomvumo,,,,mminomogolo,,,,tiragatšo ye kgolo ya mmino,,,mokete o moholo wa mmino,extravaganza ya mmino,bepha ḽa muzika,,,dyinkhuvo dya vuyimbeleri,,
dsac_multi_art_00353,musicianship,,toonkunstenaarskap,musikale vaardigheid,,,ubungcweti kwezomculo,,isakhono sokwenza umculo,,,,,,buculi,,,,ubugagu,ubukghoni bombhino,,,bokgoni jwa mmino,,,,boopedi,bokgoni bja mmino,,bobini,,vhuimbi,vhuṋambi,,vuswikoti bya vuyimbeleri,,
dsac_multi_art_00354,music industry,,musiekbedryf,musiekindustrie,,,imboni yezomculo,,ushishino lomculo,,,,,,imboni yetemculo,,,,ibubulo lezomvumo,,,,bodirelo jwa mmino,,,,intaseteri ya mmino,,,indasteri ya mmino,,nḓowetshumo ya muzika,,,vumaki bya swa vuyimbeleri,,
dsac_multi_art_00355,music institution,,musiekinstelling,,,,isikhungo sezomculo,,iziko lomculo,,,,,,sikhungo semculo,,,,isikhungo sezomvumo,,,,setheo sa mmino,,,,institušene ya mmino,,,setheo sa mmino,,tshiimiswa tsha muzika,,,ndhawu ya swa vuyimbeleri,,
dsac_multi_art_00356,music lover,,musiekliefhebber,,,,umthandimculo,,umthandi wengoma,inxila lomculo,umthandi womculo,,,,umtsandzimculo,,,,umthandi womvumo,,,,moratammino,,,,morati wa mmino,,,morati wa mmino,,mifunamuzika,,,murhandzavuyimbeleri,,
dsac_multi_art_00357,music manuscript,,musiekmanuskrip,,,,umculo ongakashicilelwa,,incwadana yomculo enemigca,,,,,,incwajana yemculo lenemigca,,,,umvumo ongakagadangiswa,imanyuskripthi yomvumo,,,leyakgatiso la mmino,,,,sengwalwa sa mmino,,,manyuskripte ya mmino,,thangelakhanḓiso ya muzika,,,tsalwambisi ra vuyimbeleri,tsalwa ra swa vuyimbeleri,
dsac_multi_art_00358,music practitioner,,musiekbeoefenaar,,,,osebenza ngomculo,,umsebenzi ngezomculo,,,,,,somculo,,,,isazi somvumo,,,,modirisammino,,,,seopedi,,,sebini,,muimbi,ramuzika,,mutirha hi swa vuyimbeleri,,
dsac_multi_art_00359,music producer,regisseur,musiekproduksieleier,,,,umkhiqizimculo,,umvelisi womculo,,,,,,umkhiciti wemculo,umkhiphi wemculo,,,umvezi womvumo,,,,motlhagisammino,,,,motšweletši wa mmino,,,mohlahisi wa mmino,,mubveledzamuzika,,,muhumelerisavuyimbeleri,,
dsac_multi_art_00360,music production,,musiekproduksie,,,,ukukhiqizwa komculo,,imveliso yomculo,uveliso lomculo,,,,,kukhicitwa kwemculo,kukhishwa kwemculo,,,ukuvezwa komvumo,,,,tlhagisommino,,,,tšweletšo ya mmino,,,tlhahiso ya mmino,,vhubveledzamuzika,,,vuhumelerisavuyimbeleri,,
dsac_multi_art_00361,music publisher,,musiekuitgewer,,,,inkampani ekhiqiza umculo,,umpapashi womculo,,,,,,umshicileli wemculo,,,,umvezimvumo,umgadangisimvumo,,,mophasalatsammino,,,,mophatlalatši wa mmino,mogatiši wa mmino,,mophatlalatsi wa mmino,,muanḓadzamuzika,,,muhangalasavuyimbeleri,,
dsac_multi_art_00362,music rights,,musiekregte,,,,amalungelo omculo,,amalungelo ezomculo,,,,,,emalungelo emculo,,,,amalungelo wezomvumo,,,,ditshwanelo tsa mmino,,,,ditokelo tša mmino,,,ditokelo tsa mmino,,pfanelo dza muzika,,,timfanelo ta swa vuyimbeleri,,
dsac_multi_art_00363,music rights organisation,,musiekregte-organisasie,,,,inhlangano yamalungelo omculo,,iqumrhu lamalungelo ezomculo,,,,,,inhlangano yemalungelo emculo,,,,ihlangano yamalungelo womvumo,,,,mokgatlho wa ditshwanelo tsa mmino,,,,mokgatlo wa ditokelo tša mmino,,,mokgatlo wa ditokelo tsa mmino,,dzangano ḽa pfanelo dza muzika,,,nhlangano wa timfanelo ta swa vuyimbeleri,,
dsac_multi_art_00364,music scene,,musiektoneel,,,,isigcawu somculo,,isiqendu somculo,,,,,,inkhundla yemculo,,,,ikundla yomvumo,,,,lefelommino,,,,lefelo la mmino,,,sebaka sa mmino,,bono ḽa muzika,,,xivono xa swa vuyimbeleri,,
dsac_multi_art_00365,music school,,musiekskool,,,,isikole somculo,,isikolo somculo,,,,,,sikolo semculo,,,,isikolo somvumo,,,,sekolo sa mmino,,,,sekolo sa tša mmino,,,sekolo sa mmino,,tshikolo tsha muzika,,,xikolo xa swa vuyimbeleri,,
dsac_multi_art_00366,music video,,musiekvideo,,,,ividyo yomculo,,ividiyo yomculo,,,,,,ividiyo yemculo,,,,ividiyo yomvumo,,,,vidio ya mmino,bidio ya mmino,,,bitio ya mmino,,,vidiyo ya mmino,,vidio ya muzika,,,vhidiyo ya swa vuyimbeleri,,
dsac_multi_art_00367,naming rights,,benoemingsregte,naamgewingsregte,,,amalungelo okuqamba,,amalungelo okuthiya,,,,,,emalungelo ekwetsa,,,,amalungelo wokuthiya,,,,tshwanelo ya teomaina,,,,ditokelo tša go rea leina,,,ditokelo tsa ho reha,,pfanelo dza u rina,,,timfanelo to thya mavito,,
dsac_multi_art_00368,National Arts Council,,Nasionale Kunsteraad,,,,Umkhandlu Wezobuciko Kazwelonke,,iBhunga lezobuGcisa leSizwe,,,,,,Sigungu Setebuciko Savelonkhe,,,,uMkhandlu wezobuKghwari wesiTjhaba,uMkhandlu wezobuGwali wesiZwe,,,Khansele ya Botsweretshi ya Bosetšhaba,Khansele ya Botaki ya Bosetšhaba,,,Khantshele ya Bokgabo ya Bosetšhaba,,,Khansele ya Bonono ya Naha,,Khoro ya Vhutsila ya Lushaka,,,Huvo ya Vutshila ya Rixaka,,
dsac_multi_art_00369,National Arts Festival,,Nasionale Kunstefees,,,,Umgidi Wezobuciko Kazwelonke,,uMnyhadala wezobuGcisa weSizwe,iFestivali yezobuGcisa yeSizwe,,,,,Sibhimbi Setebuciko Savelonkhe,,,,iFestivali yezobuKghwari yesiTjhaba,iFestivali yezobuGwali yesiZwe,,,Moletlo wa Botsweretshi wa Bosetšhaba,Moletlo wa Botaki wa Bosetšhaba,,,Fesetibale ya Bokgabo ya Bosetšhaba,,,Mokete wa Bonono wa Naha,,Festhivaḽa ya Vhutsila ya Lushaka,,,Nkhuvo wa Vutshila wa Rixaka,,
dsac_multi_art_00370,National Film and Video Foundation,NFVF,Nasionale Film-en-Videostigting,,,,Inhlangano Yamavidyo Nezingqayi Kazwelonke,,iQumrhu leSizwe lemiboniso-Bhanyabhanya neeVidiyo,iQumrhu leSizwe leeBhayaskophu neeVidiyo,iQumrhu leSizwe leeFilim neeVidiyo,,,,Inhlangano Yemavidiyo Nemafilimu Yavelonkhe,i-NFVF,,,iHlangano yamaVidiyo namaFilimu wesiTjhaba,i-NFVF,iHlangano yamaVidiyo namaFilimu wesiZwe,,Setheo sa Dividio le Difilimi sa Bosetšhaba,Setheo sa Dibidio le Difilimi tsa Bosetšhaba,,,Motheo wa Dibitio le Difilimi wa Bosetšhaba,,,Setheo sa Difilimi le Dividiyo sa Naha,,Mutheo wa Vidio na Fiḽimu wa Lushaka,,,Nhlangano wa Tifilimi na Tivhidiyo wa Rixaka,,
dsac_multi_art_00371,national heritage,,nasionale erfenis,,,,amagugu esizwe,,amafa emveli esizwe,,,,,,emagugu avelonkhe,,,,amafa aligugu wesitjhaba,amafa aligugu wesizwe,,,boswa jwa bosetšhaba,,,,bohwa bja bosetšhaba,,,mafa a setjhaba,,vhufa ha lushaka,,,ndzhaka ya rixaka,,
dsac_multi_art_00372,ocarina {Chinese musical instrument},,okarina,,,,umtshingo i-okharina,,iokharina,,,,,,i-okharina,,,,i-ocarina,,,,okharina {seletswa sa mmino sa Matšhaena},,,,okharina,seletšwa sa mmino wa Matšhaena,,okharina,,okharina,,,okharina,,
dsac_multi_art_00373,octave {musical notes},,oktaaf,,,,inothi lesishiyagalombili,,inowuthi yesibhozo ukusuka kweyokuqala,ioktheyivu,,,,,linothisiphohlongo,linothisishiyagalombili,i-okthevi,,i-oktheyivu,,,,oktheivi {dinoto tsa mmino},,,,okotheibi,sekgala magareng ga dinoto tša go swana,,oktheivi,,okutheivi,,,okuthevi,,
dsac_multi_art_00374,offering,,offerande,kollekte,,,umnikelo,,umnikelo,,,,,,umnikelo,,,,umnikelo,,,,moneelo,kabelo,,,sehlabelo,,,nyehelo,,munikelo,zwifhiwa,ndivhuwo,munyikelo,xihanano,
dsac_multi_art_00375,opera company,,operageselskap,,,,inkampani ye-ophera,,inkampani yeophera,inkampani yomdlalo womculo,,,,,inkampani ye-opera,,,,ikhampani ye-opera,,,,setlamo sa opera,,,,khamphani ya ophera,,,khamphani ya opera,,khamphani ya opera,,,khamphani ya opera,,
dsac_multi_art_00376,opera singer,,operasanger,,,,umculi we-ophera,,imvumi yeophera,imvumi yomdlalo womculo,,,,,umculi we-opera,,,,umvumi we-opera,,,,moopedi wa opera,moopera,,,moopedi wa ophera,,,sebini sa opera,,muimbaopera,,,muyimbeleri wa opera,,
dsac_multi_art_00377,operatic debut,,operadebuut,,,,ukuvela kokuqala ku-ophera,,isiqala-nkundla seophera,ukuvela okokuqala komculi weophera,ukuvela okokuqala kwemvumi yeophera,,,,kuvela kwekucala kwemculi we-opera,,,,ukuvela kokuthoma komvumi we-opera,,,,kgatiso ya pulamadibogo ya opera,kgatiso ya pulamadibogo ya moopera,,,kgatišo ya mathomo ya seopedi sa ophera,,,debu ya opera,,muimbaopera lwa u thoma,,,madyondza wa swa opera,muyimbelelelaopera ro sungula,
dsac_multi_art_00378,oral knowledge,,mondelinge kennis,,,,ulwazi oludluliswa ngomlomo,,ulwazi oludluliswe ngomlomo,,,,,,lwati lwetemlomo,,,,ilwazi lezomlomo,ilwazi elicocwako,,,kitsotlhagiswa ka molomo,,,,tsebo ya go anegelwa,,,tsebo ya neanotaba,,nḓivho ya vhuanatsheli,nḓivho ya oraḽa,,vutivi bya swa nomo,,
dsac_multi_art_00379,orchestra music,,orkesmusiek,,,,umculo we-okhestra,,umculo weokhestra,,,,,,umculo we-okhestra,,,,umvumo we-okhestra,,,,mmino wa okhestra,,,,mmino wa okhesetera,,,mmino wa okhestra,,muzika wa okhesiṱira,,,vuyimbeleri bya okhesitara,,
dsac_multi_art_00380,organ {musical instrument},,orrel,,,,i-ogani,,uhadi,iogani,,,,,lugubhu,i-ogeni,,,i-ogeni,,,,kwadi,okene,,,okene,,,thomo,,ogeni,,,ogene,,
dsac_multi_art_00381,outline {n.},,raamwerk,,,,uhlaka,,isicwangciso,,,,,,luhlaka,,,,umtlamo,,,,tlhagiso,,,,thulagano,,,moralo,,puḽane,muhanga,,nhlokohata,,
dsac_multi_art_00382,overture,,ouverture,voorspel,,,isandulelamculo,,umculo oyingabulazigcawu emdlalweni,,,,,,sivulankhundla,umculo losendvulelo,,,umvumo omvulakundla,,,,obatšho,,,,obatore,mohlabelelo,,ovetjha,,ovetsha,,,ovhecha,,
dsac_multi_art_00383,paint art,,verfkuns,skilderkuns,,,ubuciko bokudweba ngopende,,ubugcisa bokuzoba ngepeyinti,,,,,,buciko lobupendiwe,,,,ubukghwari bokugwala,ubugwali,,,botsweretshi ka pente,botaki ka pente,,,bokgabo bja mopento,,,bonono ka pente,,vhutsila ha u pennda,,,vutshila byo penda,,
dsac_multi_art_00384,painting {process},,skilder,,,,ukudweba ngopende,,ukuzoba ngepeyinti,,,,,,kupenda,,,,ukugwala,ukupenda,,,go taka,,,,go penta,,,ho penta,,u pennda,,,ku penda,,
dsac_multi_art_00385,pakhawaj {percussion instrument},,pakhawaj,,,,isigubhu iphakhawaji,,ipakhawaj,,,,,,ipakhawaji,,,,i-pakhawaj,,,,pakhawaj,,,,pakhawaj,seletšo sa go bethantšhwa,,phakawaje,,pakhawaj,,,phakawaji,,
dsac_multi_art_00386,panel {people},,paneel,,,,isigungu songcweti,,igqiza labagwebi,abevi,,,,,sigungu,libandla,iphaneli,,iphanela,iphaneli,,,baatlhodi,,,,baahlodi diphadišanong,,,phanele,moifo,phaneḽe,,,vaahluri,,
dsac_multi_art_00387,panpipe,,panfluit,,,,imfilijimtshingo,,isixhobo somculo esenziwe ngoluhlu lweengcongolo,iphenphayiphu,,,,,ipheniphayiphi,,,,ipheniphayiphi,,,,dinakana,,,,seletšo sa dipeipi,,,phenphaepe,,phenephaiphi,,,nanga ya swinangana,,
dsac_multi_art_00388,paper bag,,papiersak,kardoes,,,uphephabhegi,,ibhegi yephepha,iphephabhegi,,,,,iphephabhegi,sikhwama seliphepha,,,iphephabhege,,,,kgetsana ya pampiri,,,,mokotla wa pampiri,,,mokotla wa pampiri,,phephabege,,,phephabege,,
dsac_multi_art_00389,parting dance,,skeidingsdans,,,,umdanso wokuvalelisana,umdanso wokuhlukana,umxhentso wokubhiyoza,umdaniso womcimbi,umdaniso wetheko,,,,umdanso wemicimbi,,,,ukugida kweemnyanyeni,ukujayiva kweemnyanyeni,,,moretelediane wa go kgaogana,,,,mmino wa go keteka go laelana,,,motjeko wa karohano,,mutshino wa u onesana,,,ncino wo lelana,,
dsac_multi_art_00390,pasta,,pasta,,,,iphasta,,ipasta,,,,,,iphasta,emakaroni,,,iphasta,,,,phasta,,,,phaseta,,,phasta,,pasta,,,phasita,,
dsac_multi_art_00391,pastel {picture},,pastel,,,,umdwebo wephasteli,,umfanekiso ozotywe ngeetshokhwe eziyimibalabala,,,,,,umdvwebo wephasteli,,,,isithombe sephasteli,,,,pasetele {setshwantsho},,,,seswantšho sa phasetele,,,phastele,,phasitheḽe,,,phasitele,,
dsac_multi_art_00392,pastel {medium},,pastel,,,,iphasteli,,iphasteli,,,,,,iphasteli,,,,iphasteli,,,,pasetele {mokgwa},,,,phasetele,,,phastele,,phasitheḽe,,,phasitele,,
dsac_multi_art_00393,pastel {colour},,pastel,,,,umbala ophasteli,,umbala ongaqaqambanga,,,,,,umbala lophasteli,,,,iphasteli,,,,pasetele {mmala},,,,mmala wa phasetele,,,phastele,,phasitheḽe,,,phasitele,,
dsac_multi_art_00394,patriarchal leadership,,patriargale leierskap,,,,ubuholi babesilisa,,ubunkokeli bukasokhaya,,,,,,buholi lobudvuna,,,,uburholi babantu abaduna,,,,boeteledipelenna,,,,boetapele bja ka senneng,,,boetapele ba banna,,vhurangaphanḓa ha tshinnani,,,vurhangeri bya xinuna,,
dsac_multi_art_00395,percussionist,percussion player,slaginstrumentspeler,perkussiespeler,,,umdlalikhehlekhehle,,umdlali wezixhobo zomculo ezinkqonkqwayo nezihlokonyiswayo,,,,,,umshayitigubhu,,,,umkhahlazisi weembetho,umkhahlazisi weenliliso,,,moletsatšhakgatšhakga,,,,moletši wa tšhakgatšhakga,,,seletsi sa mashwehleshwehle,,mulidza zwikhokhonywa,,,muchayaswingomana,,
dsac_multi_art_00396,performance art,,vertoonkuns,kuns-in-uitvoering,,,ubuciko bokunandisa,,ubugcisa baseqongeni,,,,,,buciko bekudlala,buciko bekutfokotisa,buciko bekujabulisa,,ubukghwari bokuthabisa,ubukghwari bokujabulisa,ubukghwari bokuhlophisa,,botsweretshitiragatso,,,,bokgabo bja tiragatšo,,,tlhahiso ya bonono,,vhutsila ha u mvumvusa,,,ntlangu wa vutshila,,
