id,eng__001,eng__002,eng__003,afr__001,afr__002,afr__003,afr__004,afr__005,afr__006,xho__001,xho__002,xho__003,xho__004,ssw__001,ssw__002,ssw__003,ssw__004,nde__001,Setswana__-,nde__002,nde__003,nso__001,Sesotho__-,nso__002,nso__003,nso__004,ven__001,ven__002,ven__003,ven__004,ven__005,ven__006,tso__001,tso__002,tso__003,tso__004
dsac_pharm_first_00362,ketone,,,ketoon,,,,,,ikhithoni,,,,ikhethoni,ihomoni leyakheka uma kushoda i-insulini,,,ikhithoni,,,,khethoune,,,,,khithounu,,,,,,khithoni,,,
dsac_pharm_first_00363,ketosis,,,ketose,,,,,,ikhithosisi,,,,ikhethosisi,kwakheka kwekhethoni uma kushoda iglukhosi,,,ikhithosisi,,,,khethosisi,,,,,khithosisi,,,,,,khithosisi,,,
dsac_pharm_first_00364,kidney,,,nier,,,,,,intso,,,,inso,,,,iso,,,,pshio,,,,,tswio,,,,,,yinsu,,,
dsac_pharm_first_00365,kidney stone,,,niersteen,,,,,,ilitye elisezintsweni,,,,litje lenso,,,,ilitjana leso,,,,leswikanapshio,,,,,thombwanatswioni,,,,,,ribyeyinswini,,,
dsac_pharm_first_00366,kidney transplant,,,nieroorplanting,,,,,,ufakelontso,,,,kufakelwa inso,,,,ukufakelwa iso,,,,pšalollopshio,,,,,vhudzheniswatswio,,,,,,nsimulansimeko wa yinsu,,,
dsac_pharm_first_00367,labile <adj.> {chemistry},,,labiel,onstabiel,,,,,-buthathaka kwimo engeyoyayo,-ntengentenge,-alana nemo engeyoyayo,,-ngasimami,-ngahlaliseki,,,-ngakanzinzi,,,,-fetofetogago,,,,,khemikhalashanduki,,,,,,-cincaka hi ku olova,,,
dsac_pharm_first_00368,lactic acid,,,melksuur,,,,,,isinkantsisi,ilakthikhi asidi,,,lokulatisako,i-esidi yemaphelekece,,,i-esidi yemisipha,,,,esitilakithiki,,,,,esidi ya ḽakithiki,dungi ya ḽakithiki,,,,,lakitikiasidi,,,
dsac_pharm_first_00369,lactogen,,,laktogeen,,,,,,ilakthojini,,,,siphakatsisi,,,,isehlisibisi,,ilakthojini,,setšweletšamaswi,,lakhthotšene,,,homonuṱhuṱhulamikando,ḽakithodzheni,,,,,xipfunetakendlamasi,lakithojeni,,
dsac_pharm_first_00370,lactose,milk sugar,,laktose,melksuiker,,,,,iswekile yobisi,ilakthosi,,,ilakthosi,shukela welubisi,,,itjhukela yebisi,,ilakthosi,,swikirimaswing,,lakethose,lakethousu,,swigiri ya mafhi,ḽakithousu,ḽakthousu,,,,chukelamasini,,,
dsac_pharm_first_00371,lactose intolerance,,,laktose-intoleransie,laktoseonverdraagsaamheid,,,,,ukwaliwa lubisi,,,,kwaliwa ngushukela welubisi,kwaliwa yilakthosi,,,ukwaliwa yitjhukela yebisi,,ukwaliwa yilakthosi,,seilaswikirimaswi,,kganoswikirimaswi,,,u haniwa nga swigiri ya mafhi,u haniwa nga ḽakithousu,,,,,vualachukelamasini,,,
dsac_pharm_first_00372,large simple trial,LST,,groot eenvoudige proef,,,,,,isampuli ebanzi yolingophando,isampuli enabileyo yophando,isampuli enkulu yophando,,lulingolunyango lolubanti,,,,ilingelelo elilula ngabanengi,,,,tekobathontšhi,,teko ya kgoparara,,,ndingondeluwa kha vhalwadze vhanzhi,,,,,,ndzingetoxitshungu wo olova,,,
dsac_pharm_first_00373,larynx,,,larinks,strottehoof,,,,,ingqula,,,,ligilo,,,,igilo,,,,kodu,,,,,gulokulo,,,,,,kholokholo,,,
dsac_pharm_first_00374,latent heat,,,latente warmte,latente hitte,,,,,ubushushu obungatshintshiqondo,,,,kushisa lokwanele,kushisa lokudzingekile,,,umtjhiso orhwamukisako,,,,phišoletšego,,,,,mufhiso wo dzumbamaho,,,,,,rihisonkaswikombo,,,
dsac_pharm_first_00375,latent period,incubation period,,latente periode,inkubasietydperk,,,,,ixesha lokufukama kwentsholongwane,,,,sikhatsi sekutifihla kwesifo,sikhatsi sekubhaca kwesifo,,,isikhathi sokuzifihla kwesifo,,isikhathi sokuzifihla kobulwele,,paka ya khukhušo ya bolwetši,,pakaletšegolwetši,pakakhutalwetši,,tshifhinga tsha musi vhulwadze vhu sa athu vhonala,tshifhinga tsha tshayatsumbadwadze,,,,,nkarhi wa nkaswikombeto,,,
dsac_pharm_first_00376,laxative,laxant,,lakseermiddel,purgeermiddel,,,,,iyeza lokurhudisa,iyeza lokukhulula isisu,,,sihlamululisisu,sigijimisisisu,sishekisi,,isikhambisindeni,,isigijimisindeni,,setšhološi,,segofiši,,,tshirithadangani,tshishulusi,tshigubisi,tshihudisi,,,xichulukisi,xihlantswandzeni,xichunchandzeni,xihudisi {eswiharhini}
dsac_pharm_first_00377,lead poisoning,,,loodvergiftiging,loodvergifting,,,,,ukutyhefwa yilothe,,,,kudla butsi bemthofu,,,,itjhefu yomthofi,,,,mpholorodi,,,,,mulimo wa mutobvu,,,,,,nchefuhatoxikope,nchefuhatongwidi,nchefuhatomuthovhu,
dsac_pharm_first_00378,lethal dose,fatal dose,,dodelike dosis,fatale dosis,letale dosis,,,,umlinganiselo onokubulala,,,,silinganisomutsi lesibulalako,umtsamomutsi lobulalako,,,isilinganiso esibulalako,,,,tekanyohlarekotsikotsi,,,,,phimotshifu ya mushonga,,,,,,mpimamurhi lowu dlayaka,,,
dsac_pharm_first_00379,leukaemia <Great Britain>,leukemia,,leukemie,bloedkanker,,,,,umhlaza wegazi,ilukhimiya,,,umhlata wengati,umdlavuta wengati,ilukhemiya,,ikankere yeengazi,,ilukhemiya,,kankeremadi,,lukhemia,,,ṱhahala ya malofha,ḽukhemia,khentsa ya malofha,,,,mfukuzani ya ngati,mfukuzana ya mongo,lukhimiya,
dsac_pharm_first_00380,ligand,,,ligand,,,,,,iligandi,,,,iligendi,,,,ilijendi,,,,sekgomarelafihlišamolaetša,,sekgomarelaseišamolaetša,,,tshinambatedzi tsha phurotheini,,,,,,xidamarhelaphurotheni,,,
dsac_pharm_first_00381,linctus,,,linktus,,,,,,ilinkthasi,iyeza lokhohlokhohlo olomileyo,,,umutsi wekukhwehlela,ilinkthasi,,,umhlobo wesihlahla sokukhohlela,,ilinkthasi,,linkithase,,,,,ḽinkithasi,,,,,,murhi wa mukhuhlwanamikolo,,,
dsac_pharm_first_00382,liver,,,lew,,,,,,isibindi,,,,sibindzi,,,,isibindi,,,,sebete,,,,,tshivhindi,,,,,,xivindzi,,,
dsac_pharm_first_00383,local anaesthesia <Great Britain>,local anesthesia,,plaaslike verdowing,,,,,,ukudoma indawo,,,,sidzambisimiva esitfweni lesitsite,,,,ukudambisa imizwa yesitho,,,,seidibatšalefelwanammele,,,,,tshidzidzivhadzitshapo,,,,,,xidzidzihataxirho,,,
dsac_pharm_first_00384,long-term care,LTC,,langtermynversorging,langtermynsorg,,,,,ukongiwa kwexesha elide,,,,lwelapho lwesikhatsi lesidze,,,,itlhogomelo lesikhathi eside,,itjhejo lesikhathi eside,,tlhokomelonakotelele,,,,,ṱhogomelo ya tshifhinga tshilapfu,ndondolo ya tshifhinga tshilapfu,,,,,vuongori bya nkarhi wo leha,vutshunguri bya nkarhi wo leha,nhlayiso wa nkarhi wo leha,
dsac_pharm_first_00385,lozenge,,,suigtablet,suigpil,,,,,ipilisi emuncwayo,ilozenji,,,simunyelwamphimbo,liphilisi lemphimbo,ilozenji,,ipilisi lomphimbo,,iswidi lomphimbo,,philisimonwa,,losentše,,,ḽegeremushonga,ḽozenzhe,,,,,ximunyungelwa mikolo,,,
dsac_pharm_first_00386,lymphatic system,,,limfstelsel,limfatiese stelsel,,,,,inkqubo yeemvulaphu yokhuselomzimba,,,,luhlelomantfweshu lolukhipha kungcola naboshevu emtimbeni,luhlelolimfu,,,irherho lokuzihlambulula komzimba,,,,mohwapeakanyotaololemifi,,,,,sisiṱeme ya ḽimpfithiki,sisteme ya ḽimpfithiki,,,,,sisiteme ya matana ya ngati,,,
dsac_pharm_first_00387,magnesium {nutrition},Mg,,magnesium,,,,,,imagneziyam,,,,imagneziyamu,,,,imagneziyamu,,,,makenesiamo,,,,,magineziamu,,,,,,magineziyamu,Mg,,
dsac_pharm_first_00388,magnesium stearate,,,magnesiumstearaat,,,,,,imagneziyam stereyithi,,,,sitsambisiphilisi,,,,imagneziyamstireyithi,,,,makenesiamosetereiti,,,,,magineziamu siṱereithi,,,,,,xirhetisaphilisi,,,
dsac_pharm_first_00389,maintenance dose,maintenance dosage,,instandhoudingsdosis,,,,,,umlinganiselo wolondolozonyango,,,,silinganisomutsi sekugcina bunjalo bemtimba,silinganisomutsi sekusimamisa umtimba,silingananisomutsi lesidzingeka emtimbeni,,isilinganiso sokulonda umzimba,,,,tekanyetšohlaretaolo,,,,,phimondinganyiso,,,,,,mpimamurhinhlayiso,,,
dsac_pharm_first_00390,malignant <adj.>,,,kwaadaardig,maligne,,,,,unwenoseli olunobungozi,,,,-nebungoti,-nekubulala,,,-bukhali,,-bulalako,,-kotsi,,,,,khombo,shushaho,maḽiginenthe,,,,-khombo,,,
dsac_pharm_first_00391,manganese {nutrition},Mn,,mangaan,,,,,,imanganizi,,,,imanganisi,,,,umagazini,,,,mankanese,,,,,manganisi,,,,,,manganizi,,,
dsac_pharm_first_00392,maternity hospital,,,kraamhospitaal,kraaminrigting,,,,,isibhedlele sokubelekisa,,,,sibhedlela sekubelekela,,,,isibhedlela sokubelethisa,,,,bookeloimana,sepetlele sa boimana,,,,vhuongeloni ha vhaimane,sibadela tsha vhaimane,,,,,xibedhlelevuyimana,,,
dsac_pharm_first_00393,mechanistic study,,,meganistiese studie,,,,,,uphononongosigulane ngeyeza,,,,lucwaningosigulane ngemutsi,,,,irhubhululo ngesifo nofana ngesigulani,,,,nyakišišolwetšihlare,,,,,ngudoṱhoḓulusavhulwadze,,,,,,ndzavisisavuvabyi hi murhi,ndzavisisamatirhelo ya miri hi murhi,,
dsac_pharm_first_00394,medical condition,,,mediese toestand,,,,,,isigulo,,,,kugula,,,,ukugula,,,,seemophelo,,seemokalafo,,,nyimele ya vhulwadze,,,,,,vuvabyi,,,
dsac_pharm_first_00395,medical record,,,mediese rekord,,,,,,irekhodi yesigulane,,,,lirekhodi lesigulane,,,,irekhodi lesiguli,,,,rekhotobolwetši,,,,,rekhodo ya dzilafho,,,,,,rhekhodo ya swa vutshunguri,,,
dsac_pharm_first_00396,medical waste,,,mediese afval,,,,,,inkunkuma yezonyango,,,,imfucuta yetekwelapha,imfucumfucu yetekwelapha,,,okulahlwako kezokwelatjhwa,,,,dilahlwakalafo,,,,,malaṱwa a zwa ngalafho,,,,,,malakatsa ya swa vutshunguri,,,
dsac_pharm_first_00397,medication adherence,,,medikasiegetrouheid,,,,,,ukulandela imigqaliselo yonyango,,,,kulandzela timiso tekwelashwa,,,,ukulandela imilayelo ngesihlahla,,ukulandela iinqintelo ngesihlahla,,go latela taelelohlare,,tatelonaneohlare,,,u tevhela mulayo wa zwa ngalafho,,,,,,ndzandzelelamatirhiselo ya murhi,,,
dsac_pharm_first_00398,medication compliance,,,medikasievoldoening,medikasienakoming,,,,,ukuthobela imigqaliselo yonyango,,,,kutfobela imiyalo yekwelapha,kutfobela timisokwelapha,kutfobela timisolunyango,,ukuthobela imilayelo yesihlahla,,ukuthobela iinqintelo ngesihlahla,,kobamelotšhomišohlare,,,,,vhutevhedzadzilafho ḽo randelwa,thevhedzadzilafho ḽo randelwa,,,,,ndzandzelelavutshunguri,,,
dsac_pharm_first_00399,medication persistence,,,medikasievolhouding,,,,,,ukubambelela kunyango,,,,budze bekwelapha,,,,isikhathi esibekelwe ukwelatjhwa,,ubude besikhathi sokwelatjhwa,,pakatšhomišohlare,,,,,tshifhingambetshelwa dzilafho,,,,,,mphikelelamatirhelo ya murhi,,,
dsac_pharm_first_00400,medication reconciliation,,,medikasierekonsiliasie,,,,,,uhlengahlengisomayeza,,,,kucatsanisa nekuvumelanisa kwemitsi,,,,ukuthonyaniswa kweenhlahla,,,,tsinkelopapetšohlare,,,,,khonanyamishonga,,,,,,mfananisomurhi,,,
dsac_pharm_first_00401,medication shortage,,,medisynetekort,medikasietekort,,,,,ukunqongophala kwamayeza,,,,kwesweleka kwemitsi,,,,ukutlhayela kweenhlahla,,,,tlhaelelohlare,,,,,ṱhahelelomushonga,,,,,,nkayivelamurhi,,,
dsac_pharm_first_00402,medulla {most internal part of e.g. organ},,,medulla,,,,,,imedula,,,,imedula,lingekhatsi lesitfo,,,imedula,,,,medula,,,,,meduḽa,,,,,,medula,,,
dsac_pharm_first_00403,meiosis {genetics},,,meiose,,,,,,imeyosisi,,,,imeyosisi,kutiphindzaphindza kwenhlayiya,,,ukuzandisa kweseli,,imeyosisi,,katišosele,,meyosisi,,,vhuandisatsiki,vhuandisasele,,,,,vutiandzisaisele,mayosisi,,
dsac_pharm_first_00404,melanoma {skin cancer},,,melanoom,,,,,,imelanoma,,,,imelanoma,umdlavuta wesikhumba,,,umhlobo wekankere yesikhumba,,imelanom,,kankeretlalo,,melanoma,,,ṱhahala ya lukanda,khentsa ya lukanda,pfuko ya lukanda,,,,mfukuzana ya nhlonge,melanoma,,
dsac_pharm_first_00405,melatonin {hormone},,,melatonien,,,,,,imelathonini,,,,ihomoni lesita kulala,imelathonini,,,ihomoni elawula ukulala,,imelathonini,,homouneserobatši,,melathonini,,,homounundangaeḓela,homoununyeḓedzi,meḽathonoini,,,,homoni yo lawula maetlelelo,melathonini,,
dsac_pharm_first_00406,menopause,,,menopouse,,,,,,ukuyeka ukuya exesheni,imenophozi,,,kungasayi esikhatsini,kungasagezi,imenophozi,,ukungasahlambi,,imenophosi,,kemoruritlhapo,,menophose,,,u ima u ya maḓuvhani lwa tshoṱhe,u sa tsha vhona maḓuvha,u khauwa ha maṱambo,menephousu,,,nkhaluton’hweti,menophoso,,
dsac_pharm_first_00407,mercurial ointment <Archaic>,blue ointment,,kwiksalf,blousalf,,,,,isithambiso semetyhuri,,,,umutsi wemekhyuri,,,,isalufu yemekhyuri,,,,setlolomekhuri,,,,,mushonga wa nnda,mushonga wa mekhuri,mapfura a mekhuri,,,,mafurha ya mekhuri,,,
dsac_pharm_first_00408,metabolic rate,,,metaboliese tempo,,,,,,izinga loguqulokutya emzimbeni,,,,lizinga lekugaya kudla emtimbeni,,,,izinga legayokudla emzimbeni,,izinga lesilokudla emzimbeni,,kelotšhilego,,methapollikireiti,,,muelomethaboḽizimu,phimomethaboḽizimu,,,,,mpimampfuveloseleni,mpimanghayeloseleni,,
dsac_pharm_first_00409,metabolism,,,metabolisme,,,,,,uguqulokutya emzimbeni,,,,kugaya kudla emtimbeni,imethabholizimu,,,igayokudla emzimbeni,,isilokudla emzimbeni,imethabholizimu,tšhilegokhemikhale,,methapolisime,,,methaboḽizimu,,,,,,mpfuveloseleni,nghayeloseleni,,
dsac_pharm_first_00410,metabolite,,,metaboliet,,,,,,isicolwa,,,,umkhicito wekugaya,,,,okugayiweko,,okusiliweko,,setšweletšwatšhilo,,methapolaete,,,tshibveledzwa tsha methaboḽizimu,,,,,,mbuyelampfuveloseleni,mbuyelanghayeloseleni,,
dsac_pharm_first_00411,metastasis {spread of cancer cells},,,metastase,uitsaaiing,,,,,ukunaba komhlaza,,,,lwenabosifo emtimbeni,kusabalala kwesifo,,,ukusabalala kwekankere,,ukurhatjheka kwekankere,,kekokankere,,phatlalalokankere,,,phaḓalalo ya ṱhahala,phaḓalalo ya khentsa,phaḓalalo ya pfuko,,,,hangalakomfukuzana,,,
dsac_pharm_first_00412,microscopic <adj.>,,,mikroskopies,,,,,,-bonwa ngesibonakhulu,-ngenakubonwa ngeliso lenyama,,,-ngenakubonwa ngeliso,,,,-ngabonakali ngelihlo lenyama,,-ngabonwa ngamehlo,,-nyenyane,,-bonwago fela ka maekherosekoupu,,,tshayambonwa,,,,,,-nga voniwaka hi xivonantsongo,,,
dsac_pharm_first_00413,midwife,,,vroedvrou,,,,,,umzalisi,umbelekisi,,,umbelekisi,,,,umbelethisi,,,,mmelegiši,,,,,mubebisi,,,,,,sungukati,muvelekisi,,
dsac_pharm_first_00414,migraine,,,migraine,skeelhoofpyn,,,,,imayigreyini,intloko enkentezayo,,,inhloko lenkenketsa sikhatsi lesidze,imayigreyini,,,imayigreni,,,,hlogokgolo,,maekereine,,,phanzaṱhoho,maigreini,,,,,ximawu,,,
dsac_pharm_first_00415,milk powder,,,melkpoeier,,,,,,ubisi olungumgubo,,,,lubisi lolusamphuphu,,,,ibisi lepuphu,,ibisi lepuyere,,maswilerole,,,,,luvhanda lwa mafhi,,,,,,masi ximapa,,,
dsac_pharm_first_00416,mitosis {cell division},,,mitose,,,,,,imayithosisi,,,,imayithosisi,kwehlukana kwetinhlayiya,,,ukuzihlukanisa kweseli,,imayithosisi,,katosele,,maethosisi,,,mathosisi,seledovholola,tsikindovholola,,,,nkavano wa sele,,,
dsac_pharm_first_00417,moiety {chemistry},,,gedeelte,deeltjie,deel,,,,inxenye yemoletyhuli,imoyethi,,,incenye yemolekhyuli,,,,ingcenye yemolekhyuli,,imoyethi,,mowethi,,,,,moethe,,,,,,xiphemu xa molikhulu,,,
dsac_pharm_first_00418,molybdenum {trace mineral},Mo,,molibdeen,,,,,,imolibhdenam,,,,imoledinamu,,,,imolebdenamu,,,,molidenamo,,,,,moḽibudemu,,,,,,molibidenamu,,,
dsac_pharm_first_00419,morphine {medicine},,,morfien,morfine,,,,,imofini,,,,imofini,sidzambisitinhlungu,,,umhlobo wesibulaliinhlungu,,imofini,,mofini,,,,,mofini,,,,,,mofini,,,
dsac_pharm_first_00420,mother liquor,mother lye,,moederloog,,,,,,intsalela yealkhoholi,,,,insalelaluketjeti,,,,umtshego,,,,hloa,,šifa,,,maṱuḓelo,masia,,,,,xihalakixidzinsalo,,,
dsac_pharm_first_00421,motion sickness,,,reissiekte,bewegingsiekte,,,,,ukuguliswa yintshukumo yesithuthi,,,,kuguliswa tigitjelwa letihambako,,,,ukuphakanyelwa ziimbindi ngokukhamba ngeenkhwelo,,,,lehlatšomodukologo,,,,,vhulwadzembangwa nga tshinamelwa,mudzunguluwo,,,,,ku vabyisiwa hi xifambo,,,
dsac_pharm_first_00422,mottling {on e.g. tablets},,,vlekking,,,,,,uxubekogwenxa lwepilisi,,,,kungapendeki kahle kweliphilisi,,,,ukuvelela kombala kevangiweko,,ukuvelela kombala kefakiweko,,phatlalatšommalaphilisi,,,,,u dombela ha mivhala i sa lingani kha philisi,mothiḽiṅi,mothḽiṅi,,,,nkwalalo,,,
dsac_pharm_first_00423,mucus,,,mukus,slym,,,,,uxakaxa,umfinya,umkhunyu,,lokusamafinyila,,,,ithwethwesi emzimbeni,,,,mamina,,mukhase,,,maduda,lumilaḓi,tshilangwa,,,,marhimila,,,
dsac_pharm_first_00424,multivitamin,,,multivitamien,multivitamine,,,,,intlanganisela yeevithamini,,,,inhlanganiselamavithamini,,,,ihlanganisela yamavithamini,,,,vithamenentši,,,,,vithaminimvanganywa,,,,,,vhitamininyingi,,,
dsac_pharm_first_00425,muscle relaxant,,,spierverslapper,,,,,,isiswabululizihlunu,,,,sitsambisiticubu,sitsambisimisipha,,,isithobimisipha,,isiledlhisimisipha,,seotlollamešifa,,seotlolladigoba,,,tshileḓisamisipha,,,,,,xiolovisampfimbi,xiololamisiha,,
dsac_pharm_first_00426,muscular system,musculature,,spierstelsel,muskulatuur,,,,,isixokelelwano sezihlunu,,,,luhleloticubu,luhlelomisipha,,,irherho lemisipha,,,,mokgwapeakanyošifa,,peakanyo wa digoba,,,sisiṱeme ya misipha,sisteme ya misipha,,,,,sisiteme ya mipfimbi,,,
dsac_pharm_first_00427,musculoskeletal system,,,muskuloskeletale stelsel,,,,,,uphahla lomzimba,,,,luhlakamtimba,,,,irherho lephahla,,lamathambo nemisipha,,mokgwapeakanyošifarapo,,,,,sisiṱeme ya marambo na misipha,sisteme ya marambo na misipha,,,,,sisiteme ya nkongotlomipfimbi,,,
dsac_pharm_first_00428,mutagen,,,mutageen,,,,,,isitshintshisakhi sofuzo,imuthajeni,,,siguculisakhilufuto,,,,isibangitjhuguluko sesakhi sefuzo,,isibangitjhuguluko sesithako sefuzo,,sefetošatšini,,,,,mbangapfuko,mbangaṱhahala,mbangakhentsa,,,,xicincajeni,xicincaxilawulamatirhelo,,
dsac_pharm_first_00429,mutation,,,mutasie,,,,,,utshintshosakhi sofuzo,,,,ingucukosakhilufuto,,,,ukutjhuguluka kwesakhi sefuzo,,ukutjhuguluka kwesithako sefuzo,,phetogotšini,,,,,tshandukisavhuvha,,,,,,ncinco wa jini,,,
dsac_pharm_first_00430,myalgia,muscle pain,,mialgie,spierpyn,,,,,iingqaqambo zezihlunu,,,,buhlungu bemisipha,buhlungu beticubu,,,ubuhlungu bemisipha,,,,sehlabišifa,,sehlabigoba,,,mbavhamisipha,maiḽeidzhia,,,,,ku vava ka mpfimbi,,,
dsac_pharm_first_00431,myopia,nearsightedness,,miopie,bysiendheid,,,,,isifo sokungaboni kude,,,,sifo sekungaboni khashane,,,,isifo sokubonela eduze,,ubulwele bokubonela eduze,,ponelokgauswi,,,,,mbonelatsini,,,,,,ku vona kusuhi,,,
dsac_pharm_first_00432,naphthalene,,,naftaleen,,,,,,inafthalini,,,,zamlandela,litje lemvunya,inafthalini,,ummode,,,,nafothalini,,,,,nafuthaḽini,,,,,,nafithalini,,,
dsac_pharm_first_00433,narcosis,,,narkose,,,,,,ukuyotywa,,,,sifo sekusawoteka,,,,ubunghanghabali,,inakhosisi,,borokogolohlolwakenakhothiki,,nakhosisi,,,nzidzivhalo,nakhothiki,,,,,ntitivalo,,,
dsac_pharm_first_00434,narcotic {illegal drug, heroin},,,narkotikum,narkotiese middel,dwelmmiddel,dwelm,,,isiyobisi,,,,sidvungamiva,inakhothikhi,,,isidakamizwa,,,,diokobatšithulanolemolao,,nakhothiki,,,nakhothiki,,,,,,nakhotiki,,,
dsac_pharm_first_00435,nasal <adj.>,,,nasaal,neus-,,,,,-empumlo,,,,-kwetimphumulo,,,,-phathelene nepumulo,,,,-nko,,,,,ningo,,,,,,-nhompfu,,,
dsac_pharm_first_00436,nasal spray,nasal mist,,neussproei,,,,,,isipreyi seempumlo,,,,sifutfo setimphumulo,,,,isifufuzeli seempumulo,,,,sefafatšanko,,,,,tshifafadzeliningoni,,,,,,xifufutelanhompfu,,,
dsac_pharm_first_00437,nausea,,,naarheid,mislikheid,,,,,isicaphucaphu,,,,kunyakuleka,,,,ukuphakanyelwa ziimbindi,,ukuyabuka,,go feroga dibete,,go sellega,,,tsilingwane,,,,,,ku yima timbilu,ku hlamba timbilu,ku dlamuka,
dsac_pharm_first_00438,nebuliser,,,nebuliseerder,verstuiwer,,,,,isivulimiphunga,inebhlayiza,,,umshinisivulamaphaphu,inebhlayiza,,,umtjhini wesivulirherho lokuphefumula,,inebhlayiza,,motšhenesebulamafahla,,nepulaesa,,,nebuḽaiza,tshivulakhana,,,,,nebulayizara,xipfulaxifuva,,
dsac_pharm_first_00439,necrosis {death of living cells or tissue},,,nekrose,weefselafsterwing,,,,,inikhrosisi,,,,imphehla,inikhrosisi,,,ukufa kwamaseli nofana amathitjhu,,inekhrosisi,,lehusele,,lehuthišu,nekherosisi,,vhufatsiki,vhufasele,nekhurosisi,nekhrosisi,,,ku fa ka tisele,nekhirosisi,,
dsac_pharm_first_00440,neon {noble gas},Ne,,neon,,,,,,iniyoni,,,,iniyoni,,,,iniyoni,,,,neyone,,,,,niyoni,,,,,,niyoni,,,
dsac_pharm_first_00441,neoplasm,,,neoplasma,,,,,,iniyoplazim,ukwanda kweeseli okungalawulekiyo,amatywina,,lokungaba simila lesigulisanako nalesingagulisani,lokungaba simila lesinebungoti noma lesingenabungoti,iniyoplazimu,,ukwanda kwamaseli okungalawulekiko,,iniyoplazimu,,kgolophetišosele,,neyopholaseme,,,tsikiphirandingano,,,,,,andzonkalawuleko wa tisele,,,
dsac_pharm_first_00442,nephritis,,,nefritis,nierontsteking,,,,,ukukrala kwezintso,,,,kuvuvuka kwetinso,kudvumba kwetinso,,,ubuhlungu beziso,,ukufutha kweziso,,tšhatšhamelothurugopšio,,neferaethisi,,,nzwimbatswio,,,,,,mpfimbayinsu,ndzhumbelayinsu,,
dsac_pharm_first_00443,nephrotoxin,,,nefrotoksien,nefrotoksine,niertoksien,niertoksine,,,ityhefu ehlasela izintso,,,,butsi lobuhlasela tinso,,,,itjhefu esahlela iziso,,,,mpholopšio,,,,,mulimoṱhaselatswio,nefurothokizimu,,,,,xihlaselayinsu,,,
dsac_pharm_first_00444,neuralgia,,,neuralgie,senupyn,senuweepyn,,,,iingqaqambo zemithamboluvo,,,,kucacamba kwemitsambo,,,,iinhlabi zemizwa,,,,sehlabimethapo,,neyarelatšia,,,tshithavhi kha tsinga,,,,,,xitlhavi xa misiha,,,
dsac_pharm_first_00445,neurotoxin,,,neurotoksien,neurotoksine,senuweetoksien,senuweetoksine,senutoksien,senutoksine,ityhefu ehlasela imithamboluvo,,,,butsi lobuhlasela imitsambo,,,,itjhefu esahlela imizwa,,,,mpholomethapo,,,,,mulimoṱhaselavhuṱaledzi,,,,,,xihlaselamisiha,,,
dsac_pharm_first_00446,nucleolus,,,nukleolus,kernliggaampie,,,,,inyukliyolasi,,,,umnyombo wenhlayiya,inyukliyilolasi,,,inyutliyolasi,,,,nyutleleolase,,,,,nyukiḽioḽasi,,,,,,nyutliliyolasi,,,
dsac_pharm_first_00447,nucleus,,,nukleus,selkern,,,,,inyukliyasi,umbindi weseli,,,inkhaba yenyukliyasi,,,,ubuthumbu beseli,,inyutliyasi,,pelosele,,nyutlelease,,,nyukiḽiasi,,,,,,mbilu ya sele,nyutliliyasi,,
dsac_pharm_first_00448,obstetric <adj.>,,,obstetries,verloskundig,,,,,-phathelene nezokubelekisa,,,,-phatselene nekubelekisa,,,,-phathelene nokubelethisa,,,,-pelego,,,,,bebisa,,,,,,-velekisa,,,
dsac_pharm_first_00449,oedema <Great Britain>,edema,,edeem,watersug,,,,,ukudunjiswa lulwelo,,,,kuvuvuka kwemantfweshu,kuvuvuka kwemathishu,i-idima,,ukuvuvuka,,i-idima,,thurugommele,,odima,,,nzwimbo,,,,,,xirhumberhumbe,idima,,
dsac_pharm_first_00450,oestrogen <Great Britain>,estrogen,,estrogeen,,,,,,incindi yenzala yobufazi,iestrojini,,,ihomonibufati,i-ostrojini,,,ihomoni yobulili besifazi,,i-istrojeni,,eseterotšene,,homoune ya bong bja bosadi,,,homounutshisadzi,ostrodzheni,,,,,homonivusati,,,
dsac_pharm_first_00451,off-label prescribing,,,niegoedgekeurde voorskrywing,,,,,,ummiselosetyenziso olungelolwentsusa,usetyenzisoyeza ngandlela yimbi,,,kumisela kwelapha nalokungakabalwa,,,,ukusetjenziswa kwesihlahla kokhunye,,,,taelelohlaretlaleletšo,,taelelohlarehlokangwalo,,,mushongarandelwa tshayathetshelwa,,,,,,ndzawulela-murhi lowu nga endliwangiki swona,,,
dsac_pharm_first_00452,off-patent medicine,,,napatentmedisyne,napatentmedikasie,postpatentmedisyne,postpatentmedikasie,,,ubhangisobunini bovelisoyeza uwedwa,,,,umutsi lophelelwe lilungelo lekuvikeleka,,,,isihlahla esiphelelwe lilungelo lokukhiqizwa,,,,sehlarehlokatšhireletšo,,sehlarehlokaphethente,,,mushongatshaya tsireledzwa ya vhuṋe kha ndaulo,,,,,,murhinkansirhelelwa timfanelo,,,
