id,eng__001,eng__002,eng__003,eng__004,afr__001,afr__002,afr__003,zul__001,zul__002,zul__003,zul__004,xho__001,xho__002,xho__003,xho__004,ssw__001,ssw__002,ssw__003,ssw__004,nde__001,nde__002,nde__003,nde__004,tsn__001,tsn__002,tsn__003,nso__001,nso__002,nso__003,nso__004,nso__005,sot__001,sot__002,sot__003,sot__004,ven__001,ven__002,ven__003,tso__001,tso__002,tso__003
dsac_multi_parl_00290,moratorium,,,,moratorium,,,isikhathi sikashwele esinqunyiwe,ukuyiphanyeka ethala,,,unqunyanyiso lwethutyana,ukumiswa okwethutyana,,,sivimbelosikhashana,imorathoriyamu,,,umjajamile,ijamiso lesikhatjhana,,,molaokemiso,,,thibelo ya nakwana,,,,,kemiso ya nakwana,,,,nyimiso,morothoriamu,,xisivelo,,
dsac_multi_parl_00291,motion n.,,,,mosie,,,isiphakamiso,,,,isiphakamiso,,,,siphakamiso,sishukumiso,,,isitjhukumiso,,,,tshitshinyo,,,tšhišinyo,,,,,tshisinyo,,,,ḽikumedzwa,,,kungu,,
dsac_multi_parl_00292,motion of confidence {parliament},,,,mosie van vertroue,,,isiphakamiso sokwethenjwa,,,,isiphakamiso sokuxhasa,isiphakamiso sokwaneliseka,,,siphakamiso sekwetsemba,sishukumiso sekwetsemba,,,isitjhukumiso sokuthemba,,,,tshitsinyo ya botshepegi,tshitsinyo ya boikanyego,,tšhišinyo ya tshepo,,,,,tshisinyo ya tshepo,,,,ḽikumedzwa ḽa vhufulufheli,,,kungu ra ntshembo,,
dsac_multi_parl_00293,motion of no confidence,,,,mosie van wantroue,,,isiphakamiso sokungethenjwa,,,,isiphakamiso sokunganeliseki,,,,siphakamiso sekungetsembi,sishukumiso sekungetsembi,,,isitjhukumiso sokungathembi,,,,tshitsinyo ya tlhokaboikanyego,tshitsinyo ya tlhokabotshepegi,,tšhišinyo ya go hloka tshepo,,,,,tshisinyo ya ho hloka tshepo,,,,ḽikumedzwa ḽa tshayavhufulufheli,,,kungu ra nkala-ntshembo,,
dsac_multi_parl_00294,mover {e.g. of a bill},,,,voorsteller,,,umethulisiphakamiso,,,,umenzi-siphakamiso,,,,umshukumisi,umphakamisi,,,umtjhukumisi,,,,motshikinyi,,,mošišinyi,,,,,mosisinyi,,,,mudzinginyi,,,mususumeti,,
dsac_multi_parl_00295,multilingualism,,,,veeltaligheid,,,ubuliminingi,,,,ukuthethwa kweelwimi ngeelwimi,ukusetyenziswa kweelwimi ngeelwimi,inkaubo kalwimi-zonke,,bulwiminyenti,,,,ukuthuthukiswa kobuliminengi,,,,bopuontsi,botementsi,,bolementši,polelontši,,,,bolemengata,,,,vhushumisanyambonnzhi,,,vutindziminyingi,,
dsac_multi_parl_00296,multiparty adj.,,,,veelparty,,,-maqembuqembu,-maqembuningi,,,eyamaqela amaninzi ezopolitiko,,,,-cembunyenti,,,,-qhemaqhema,qhemanengi,,,-makokomantsi,,,ya diphathintši,,,,,mekgamengata,,,,-mahoro manzhi,,,mavandla-nyingi,,
dsac_multi_parl_00297,naming a member,,,,lid by naam noem,,,ukukhalinywa kwelungu lephalamende,ukubiza ngegama,ukugagulwa,,ukunkqangazwa kwelungu,,,,kugagula lilunga,,,,ukugagula ilunga,ukubhadlawula ilunga,,,kgalemo ya tokololo,,,ntšha leloko,,,,,kgalemo ya setho,,,,u pandelwa vhudzuloni,,,ku boxa vito,,
dsac_multi_parl_00298,National Assembly,NA,,,Nasionale Vergadering,NV,,iSigungu Sikazwelonke,,,,iNdlu yoWiso-mthetho yeSizwe,,,,Libandla Lavelonkhe,i-NA,,,iKoro yePalamende eKulu,,,,NA,Kokoanotheomolao ya Bosetšhaba,,Seboka sa Maloko a Palamente,,,,,Seboka sa Naha,NA,,,Buthano ḽa Lushaka,,,Huvo ya Rixaka,NA,
dsac_multi_parl_00299,National Council of Provinces,NCOP,,,Nasionale Raad van Provinsies,NRP,,uMkhandlu Kazwelonke Wezifundazwe,,,,iBhunga lamaPhondo leSizwe,i-NCOP,,,Umkhandlu Wetifundza Wavelonkhe,i-NCOP,,,umKhandlu weemFunda,umKhandlu wamaPhrovinsi,,,Lekgotla la Bosetšhaba la Diporofense,Kgotla ya Bosetšhaba ya Diporofense,,Lekgotla la Setšhaba la Diprofentshe,Lekgotla la Setšhaba la Diprofense,Lekgotla la Setšhaba la Diprovense,,,Lekgotla la Naha la Diprovense,NCOP,,,NCOP,khoro ya lushaka ya mavundu,,Huvo ya Rixaka ya Swifundzankulu,,
dsac_multi_parl_00300,National Council of Provinces Committee,NCOP Committee,,,Komitee van Nasionale Raad van Provinsies,,,iKomidi Lomkhandlu Kazwelonke Wezifundazwe,,,,Ikomiti yeBhunga lamaPhondo leSizwe,IKomiti ye-NCOP,,,Likomiti Lemkhandlu Wetifundza Wavelonkhe,Ikomiti Yemkhandlu Yetifundza Yavelonkhe,Ikomiti ye-NCOP,Likomiti le-NCOP,iKomidi yomKhandlu wamaPhrovinsi,iKomidi yomKhandlu weemFunda,,,Komiti ya NCOP,Komiti ya Lekgotla la Bosetšhaba la Porofense,,Komiti ya Lekgotla la Setšhaba la Diprofentshe,Komiti ya Lekgotla la Setšhaba la Diprofense,Komit ya Lekgotla la Setšhaba la Diprovense,Komiti ya NCOP,,Komiti ya Lekgotla la Naha la Diprovense,Komiti ya NCOP,,,Komiti ya Khoro ya Lushaka lwa Mavundu,,,Komiti ya NCOP,Komiti ya Huvo ya Rixaka ya Swifundzankulu,
dsac_multi_parl_00301,national defence,,,,nasionale verdediging,,,umbutho wezokuvikela kazwelonke,,,,ukhuselo lwesizwe,umkhosi wesizwe,,,umbutfo wekuvikela wavelonkhe,,,,zokuvikelwa kwelizwe,,,,tshireletsobosetšhaba,,,tšhireletšo ya setšhaba,,,,,tshireletso ya naha,,,,vhupileli ha lushaka,,,nsirhelelo wa rixaka,,
dsac_multi_parl_00302,national government,,,,nasionale regering,,,uhulumeni kazwelonke,,,,urhulumente wesizwe,undlunkulu,,,hulumende wavelonkhe,,,,urhulumende welizwe,,,,pusobosetšhaba,,,mmušo wa setšhaba,,,,,mmuso wa naha,,,,muvhuso wa lushaka,,,mfumo wa rixaka,,
dsac_multi_parl_00303,National Peace Accord,,,,Nasionale Vredesakkoord,,,isiVumelwano Soxolo Sikazwelonke,,,,iSivumelwano seSizwe soXolo,,,,Sivumelwano Sekuthula Savelonkhe,,,,isiVumelwano sokuThula seliZwe,,,,Tumelano Bosetšhaba ya Kagiso,,,Kwano ya Khutšo ya Setšhaba,,,,,Selekane sa Kgotso sa Naha,,,,Thendelo ya Mulalo ya Lushaka,,,Ntwanano wa ku Rhula wa Rixaka,,
dsac_multi_parl_00304,National Peace Committee,,,,Nasionale Vredeskomitee,,,iKomidi Loxolo Likazwelonke,,,,iKomiti yeSizwe yoXolo,,,,Ikomiti Yekuthula Yavelonkhe,Likomiti Lekuthula Lavelonkhe,,,iKomidi yokuThula yeliZwe,,,,Komiti Bosetšhaba ya Kagiso,,,Komiti ya Khutšo ya Setšhaba,,,,,Komiti ya Kgotso ya Naha,,,,Komiti ya Mulalo ya Lushaka,,,Komiti ya ku Rhula ya Rixaka,,
dsac_multi_parl_00305,National Prosecuting Authority,NPA,,,Nasionale Vervolgingsowerheid,NVO,,uPhiko Lwezokushushisa Lukazwelonke,,,,uGunyaziwe woTshutshiso weSizwe,iNPA,,,Umkhandlu Wetebushushisi Wavelonkhe,i-NPA,,,iBandla lezokuTjhutjhisa leliZwe,,,,Bothati jwa Botšhotšhisi jwa Bosetšhaba,NPA,,Bolaodi bja Bosekiši bja Setšhaba,,,,,Bolaodi ba Botjhotjhisi ba Naha,NPA,,,Maanḓalanga a Vhutshutshisi ha Lushaka,,,Xiyenge xa Vuchuchisi xa Rixaka,,
dsac_multi_parl_00306,National Public Works Programme,,,,Nasionale Openbare Werke-program,,,uHlelo Lwezemisebenzi Kahulumeni Kazwelonke,,,,isiCwangciso seSizwe seMisebenzi kaRhulumente,,,,Luhlelo Lwemisebenti Yesive Lwavelonkhe,,,,iHlelo leliZwe lemiSebenzi yomBuso,,,,Lenaane Bosetšhaba la Ditiro tsa Setšhaba,,,Lenano la Mediro ya Setšhaba,,,,,Lenaneo la Naha la Mesebetsi ya Setjhaba,,,,Mbekanyamushumo ya Lushaka ya Mishumo ya Lushaka,,,Nongonoko wa Rixaka wa Mintirho ya Mfumo,,
dsac_multi_parl_00307,National Register of State Assets,,,,Nasionale Register van Staatsbates,,,uHlu Lokubhalisa Amafa Kahulumeni Lukazwelonke,,,,iRejista yeZinto zeSizwe,,,,Irejista Yemphahla Yembuso Yavelonkhe,,,,iRejista yeliZwe yePahla yomBuso,iRejista yeliZwe yamaFa womBuso,,,Rejisetara Bosetšhaba ya Dithoto tsa Puso,,,Pukungwadišetšo ya Setšhaba ya Dithoto tša Mmušo,,,,,Rejisetara ya Naha ya Matlotlo a Mmuso,,,,Ridzhisiṱara ya Lushaka ya Thundu ya Muvhuso,,,Rijisitara ya Rixaka ya Nhundzu ya Mfumo,,
dsac_multi_parl_00308,national state,,,,nasionale staat,,,umbuso kazwelonke,umbuso wezwe,,,amazwana azilawulayo,,,,umbuso wavelonkhe,,,,umbuso welizwe,,,,pusobosetšhaba,,,mmušo wa setšhaba,,,,,maemo a mmuso,,,,muvhuso wa lushaka,,,mfumo wa rixaka,,
dsac_multi_parl_00309,National Youth Commission,,,,Nasionale Jeugkommissie,,,iKhomishana Yentsha Kazwelonke,,,,iKhomishini yezoLutsha yeSizwe,,,,Ikhomishini Yelusha Yavelonkhe,,,,iKomitjhini yeLutjha leliZwe,iKomitjhini yeLitjha leliZwe,,,Khomišene ya Bašwa ya bosetšhaba,,,Khomišene ya Setšhaba ya Baswa,,,,,Khomishene ya Batjha ya Naha,,,,Khomishini ya Vhaswa ya Lushaka,,,Khomixini ya Vantshwa ya Rixaka,,
dsac_multi_parl_00310,nation-building,,,,nasiebou,,,ukwakhiwa kwesizwe,,,,ulwakhiwo lwesizwe,,,,kwakha sive,,,,ukwakhiwa kwesitjhaba,ukwakhiwa kwelizwe,,,kagosetšhaba,,,kago ya setšhaba,,,,,kaho ya setjhaba,,,,vhufhaṱalushaka,,,ku aka rixaka,,
dsac_multi_parl_00311,negotiate,,,,onderhandel,,,-xoxisana,-bonisana,,,thetha-thethana,,,,khulumisana,,,,khulumisana,,,,rerisana,,,rerišana,,,,,thethesa,,,,ambedzana,,,popela,,
dsac_multi_parl_00312,negotiation,,,,onderhandeling,,,ukuxoxisana,ukubonisana,izingxoxo,,uthetha-thethwano,,,,tinkhulumo,kukhulumisana,,,umkhulumiswano,ikulumiswano,,,therisano,,,therišano,,,,,thetheso,,,,nyambedzano,,,mpopelo,,
dsac_multi_parl_00313,nepotism,,,,nepotisme,,,ukwenzelela ngokobuhlobo,,,,ukulungiselela abakuni bodwa,,,,kucasha ngebuhlobo,kwentelela ngebuhlobo,,,ukudlisana ngobuhlobo,,,,-ka losika,thekegelosika,,sepitša,selapa,,,,sewesoweso,leeme,,,tshiḓivhano,,,xin'wana-manana,,
dsac_multi_parl_00314,nongovernment organisation,NGO,,,nie-regeringsorganisasie,NRO,,inhlangano engekho ngaphansi kukahulumeni,,,,imibutho engekho phantsi korhulumente,,,,Inhlangano lengekho ngaphasi kwahulumende,inhlangano letimele,i-NGO,,ihlangano engasikarhulumende,,,,mokgatlho o e seng wa puso,NGO,,mokgatlo wo o sego wa mmušo,,,,,mokgatlo oo e seng wa mmuso,,,,Dzangano ḽi si ḽa Muvhuso,,,nhlangano wo ka wu nga ri wa mfumo,,
dsac_multi_parl_00315,notice of motion,,,,kennisgewing van mosie,,,isaziso ngesiphakamiso,,,,isaziso sokufaka isindululo,isaziso sesiphakamiso,,,satiso sesiphakamiso,,,,isaziso sesitjhukumiso,,,,kitsiso ya tshisinyo,,,tsebišo ya tšhišinyo,,,,,tsebiso ya ditshisinyo,,,,nḓivhadzo ya ḽikumedzwa,,,xitiviso xa kungu,,
dsac_multi_parl_00316,official opposition,,,,amptelike opposisie,,,iqembu eliphikisa ngokusemthethweni,,,,iqela eliphikisayo,,,,licembu leliphikisa ngalokusemtsetfweni,,,,isiqhema esinegunya lokuphikisa,,,,lekokokganetso la semmuso,,,lekgotlakgolo la kganetšo,,,,,bohanyetsi ba molao,,,,ḽihoro ḽihanedzi ḽa tshiofisi,,,vandla ro kaneta ra ximfumo,,
dsac_multi_parl_00317,one-party state,,,,eenpartystaat,,,umbuso oqembulinye,,,,urhulumente weqela elinye,,,,umbuso locembulinye,,,,umbuso osiqhemasinye,umbusosiqhemanye,,,puso ya lekokolosi,,,mmušo wa phathi e tee,,,,,mmuso wa mokganngwe,,,,muvhuso wa ḽihoro ḽithihi,,,mfumo wa vandla rin'we,,
dsac_multi_parl_00318,one person, one vote,,,,een mens, een stem,,,ukukhetha kanye komuntu,ukuvota kanye komuntu,,,ivoti enye kumntu ngamnye,,,,umuntfu, livoti linye,,,,ukuvowuda kanye komuntu,,,,boutu mongwe le mongwe,,,motho o tee, boute e tee,motho o tee, voute e tee,,,,motho ka mong voutu ka nngwe,,,,muthu muthihi, voutu nthihi,,,vhoti yin'we hi munhu,vhoti yin'we hi nhloko,
dsac_multi_parl_00319,opening address,,,,openingsrede,,,inkulumo yokuvula,,,,intetho yovulo,intetho yokuvula,,,inkhulumo yekuvula liphalamende,,,,ikulumo yokuvula,,,,puopulo,,,polelopulo,,,,,puo ya pulo,,,,tshipitshi tsha u vula,,,mbulavulo wo pfula,,
dsac_multi_parl_00320,opinion maker,,,,meningsvormer,,,umvezimbono,,,,umqulunqi-zimvo,,,,umbekimbono,umphakamisimbono,,,umtlamimbono,,,,motlhagisakgopolo,,,mohlolakgopolo,motšwetšakgopolo,,,,sefehlamaikutlo,,,,muṱuṱuwedza tsheo,,,munyika-mavonelo,,
dsac_multi_parl_00321,opinion poll,,,,meningspeiling,,,inhlolombono,,,,uvavanyo-zimvo,,,,luhlolovoti,,,,ihlolombono,,,,tlhotlhomisokgopolo,,,nyakišišo ya dikgopolo tša babouti,nyakišišo ya dikgopolo tša bavouti,,,,ho nonya maikutlo,,,,khetho dza mbudzisavhathu,,,ndzavisiso wa mavonelo,,
dsac_multi_parl_00322,opposition,,,,opposisie,,,amaqembu aphikisayo,,,,amaqela aphikisayo,,,,emacembu laphikisako,,,,iinqhema eziphikisako,,,,kganetso,,,mokgatlokganetšo,,,,,bohanyetsi,,,,mahoro mahanedzi,,,mavandla yo kaneta,,
dsac_multi_parl_00323,order paper,,,,ordelys,,,uhlelo lwephalamende,inqubohlelo yephalamende,,,iphepha loluhlu lwemicimbi,,,,luhlelonchubo,,,,ihlelo kambiso,,,,lenaneotsamaiso,,,lenaneotshepedišo,,,,,lenanetsamaiso,,,,bammbiri ḽa ndaela,,,nongonoko,,
dsac_multi_parl_00324,ordinance,,,,ordonnansie,,,umthetho wezifundazwe,,,,ummiselo,,,,umtsetfo wamasipala,,,,umthethosifunda,,,,molawana,,,molawana,,,,,molao,,,,mulayo,,,nawu,,
dsac_multi_parl_00325,out of order,,,,buite orde,,,ukuphaphalaza,ukunhlanhlatha,ukuphambuka,,ukuphuma emgaqweni,,,,-phusha,-phambukile,-phambuka,,-phambukako,-hlahlathako,,,fapogile,go tswa mo thulaganyong,,go tšwa tseleng,,,,,tswile lekoteng,,,,u bva nnḓa ha nḓila,,,xo huma endleleni,ku huma endleleni,
dsac_multi_parl_00326,Pan South African Language Board,PanSALB,,,Pan-Suid-afre Taalraad,PANSAT,,iBhodi Lezilimi ZaseNingizimu Afrika,,,,IBhodi yeeLwimi Zonke zoMzantsi Afrika,iPANSALB,,,iBhodi Yetilwimi tonkhe taseNingizimu Afrika,i-PanSALB,,,iBhodi yamaLimi Woke weSewula Afrika,,,,PanSALB,Lekgotla la Dipuodintsi la Aforika Borwa,,Boto ya Dipolelo Tšohle tša Afrika Borwa,,,,,Lekgotla la Dipuo tsohle la Afrika Borwa,,,,Bodonyangaredzi ya Nyambo dza Afrika Tshipembe,,,Huvo yo Angarhela ya Tindzimi ta Afrika-Dzonga,,
dsac_multi_parl_00327,parastatal,,,,parastatale instelling,,,inkampani kahulumeni,,,,iinkampani ezayame kurhulumente,,,,tinhlangano letingephasi kwahulumende,,,,ikampani esambuso,,,,setheo sa bontlhanngwepuso,,,sekammušo,,,,,pharaseteithale,,,,pharasiṱeiṱaḽa,,,khampani ya mfumo,,
dsac_multi_parl_00328,parliament,,,,parlement,,,iphalamende,,,,ipalamente,indlu yowiso-mthetho,,,iphalamende,,,,ipalamende,,,,palamente,,,palamente,,,,,palamente,,,,phaḽamennde,,,palamende,,
dsac_multi_parl_00329,parliamentary privilege,,,,parlementêre privilegie,,,ukuvikeleka kwelungu lephalamende,,,,inkululeko yobulungu bepalamente,,,,umusa wephalamende,ligunya lephalamende,,,ukuvikeleka kwamalunga wepalamende,,,,tshiamelo ya bapalamente,,,tokelo ya palamente,,,,,monyetla wa bopalamente,,,,vhuṱalu ha miraḓo,,,nkateko wa xipalamende,,
dsac_multi_parl_00330,parliamentary procedure,,,,parlementêre prosedure,,,inqubo yasephalamende,,,,inkqubo yepalamente,,,,inchubo yasephalamende,,,,ikambiso yepalamende,,,,tsamaiso ya palamente,,,tshepedišo ya palamente,,,,,tsamaiso ya palamente,,,,matshimbidzele a phaḽamennde,,,mafambisele ya xipalamende,,
dsac_multi_parl_00331,parliamentary question,,,,parlementêre vraag,,,umbuzo wasephalamende,,,,umbuzo wasepalamente,,,,umbuto wasephalamende,,,,umbuzo wepalamende,,,,potsotsepamo ya palamente,,,potšišongwalwa ya ka palamenteng,,,,,potso ya palamente,,,,mbudziso ya phaḽamennde,,,xivutiso xa xipalamende,,
dsac_multi_parl_00332,party caucus,,,,partykoukus,,,inguyazana yeqembu,,,,igqugula leqela,,,,ikhokhasi yelicembu,umhlangano wangasese welicembu,,,isigobotjhani sesiqhema,,,,ngunanguno ya lekoko,,,kopanosephiring,kopanosekhung ya phathi,,,,khokhase ya mokga,,,,muṱangano wa tsivhudzo wa ḽihoro,khokhasi ya tsivhudzo ya ḽihoro,,ku tihleva ka vandla,,
dsac_multi_parl_00333,party discipline,,,,partydissipline,,,ukufakwa emgqeni kwamalungu,ukuqondiswa kwamalungu yiqembu,,,umgaqo wokuziphatha weqela,,,,kutiphatsa kwemalunga elicembu,,,,ukunqophiswa kwesiqhema,,,,taoloboitshwaro ya lekoko,,,boitshwaro bja phathi,,,,,tayo ya mokga,,,,vhuḓifari ha ḽihoro,,,matshinyelo-xivandla,,
dsac_multi_parl_00334,party politics,,,,partypolitiek,,,umbusazwe weqembu,ipolitiki yeqembu,,,ipolitiki yeqela,,,,ipolitiki yelicembu,,,,ipolitiki yesiqhema,,,,dipolotiki tsa lekoko,,,dipolotiki tša phathi,,,,,dipolotiki tsa mokga,,,,poḽotiki ya ḽihoro,,,tipolitiki ta vandla,,
dsac_multi_parl_00335,per capita,,,,per capita,,,ngokomuntu ngamunye,,,,ngokomntu ngamnye,,,,ngamunye ngamunye,,,,ngomuntu ngamunye,,,,tlhogo ka tlhogo,bongwe ka bongwe,,hlogo ka hlogo,motho ka motho,,,,ka mong,ka nngwe,,,nga muthu,,,mpimo hi nhloko,mpimo hi munhu,
dsac_multi_parl_00336,permanent delegate,,,,vaste afgevaardigde,,,isithunywa esihlezi ngokugcwele,,,,ummeli osisigxina,,,,sitfunywa safutsifutsi,sitfunywa samphelane,,,isithunywa sasafuthi,,,,kemedi ya leruri,,,kemediruri,moromelwaruri,,,,sethomoshwelella,,,,vhurumelwa ha tshoṱhe,,,murhumiwa wa nkarhi hinkwawo,,
dsac_multi_parl_00337,petition n.,,,,petisie,,,incwadi yesicelo,incwadi yesikhalo,,,uxwebhu lwezikhalazo,,,,sikhalonyandzaleyo,,,,incwadi yeenlilo,,,,lekwalotopo,phethišene,,ngongoregongwalwa,phethišene,,,,lengolo la ditletlebo,,,,ḽiṅwalo ḽa u gwalaba,phethishini,,papila ra swivilelo,,
dsac_multi_parl_00338,plenary session,,,,volle sitting,,,ukuhlala kwephalamende,,,,indibano yendlu,,,,umhlangano wendlu,,,,ukuhlala kwepalamende epheleleko,,,,kopano ya botlhe,,,tulo ya ngwako ohle,tulo ya ngwako wohle,,,,ho dula ha palamente,,,,dzulo ḽihulwane,,,ntshamo,,
dsac_multi_parl_00339,point of order,,,,punt van orde,,,ukukhalima ophaphalazayo,ukukhalima onhlanhlathayo,ukukhalima okuphambukayo,,isiphakamiso sonqwanqwado,,,,livi lekucondzisa,,,,ikhalimo,,,,ntlhapaakanyo,pusetsotseleng,,ntlha ya tshepedišo,,,,,tlhokomediso ya tsamaiso,,,,ndaelandulamisi,,,xikhoma-nomo,,
dsac_multi_parl_00340,policy,,,,beleid,,,inqubomgomo,,,,umgaqo nkqubo,,,,inchubomgomo,,,,umthethokambiso,umgomo,,,pholisi,maikemisetso,,molaotshepedišo,maikemišetšo,,,,leano,,,,mbekanyamaitele,phoḽisi,,pholisi,tirhele,
dsac_multi_parl_00341,political party,,,,politieke party,,,iqembu lezombusazwe,iqembu lepolitiki,,,iqela lezopolitiko,,,,licembu letepolitiki,licembu letembusave,,,isiqhema sepolitiki,,,,lekoko la sepolotiki,,,phathi ya dipolotiki,,,,,mokga wa dipolotiki,,,,ḽihoro ḽa poḽotiki,,,vandla ra tipolitiki,,
dsac_multi_parl_00342,Population Development Programme,,,,bevolkingsontwikkelingsprogram,,,uHlelo Lokuthuthukiswa Komphakathi,,,,iNkqubo yoPhuhliso loLuntu,,,,Luhlelo Lwekutfutfukisa Sive,,,,iHlelo lokuThuthukiswa kwesiTjhaba,,,,lenaanetlhabololo la baagi,,,Lenaneo la Tlhabollo ya Setšhaba,,,,,Lenaneo la Ntshetsopele ya Setjhaba,,,,Mbekanyamushumo ya Mveledziso ya Vhathu,,,Nongonoko wa Nhluvukiso wa Vanhu,,
dsac_multi_parl_00343,portfolio,,,,portefeulje,,,isikhundla,umsebenzi othile,,,isikhundla,,,,sikhundlatsite,umsebentitsite,,,isikhundla,,,,lefapha,,,photfolio,,,,,potefolio,,,,phothifoḽio,,,photifoliyo,,
dsac_multi_parl_00344,portfolio committee,,,,portefeuljekomitee,,,ikomidi lomsebenzi othile,,,,ikomiti yemicimbi yesebe,,,,likomiti lelibukene nemsebentitsite,ikomiti yemsebentitsite,,,ikomiti yomsebenzi othileko,,,,komiti ya lefapha,,,komiti ya photfolio,,,,,komiti ya potefolio,,,,komiti ya phothifoḽio,,,komiti xiphotifoliyo,,
dsac_multi_parl_00345,post-apartheid,,,,postapartheid,,,emva kobandlululo,,,,emva kwenkqubo yocalu-calulo,,,,ngemuva kwelubandlululo,,,,-ngemva kwe-apartheid,,,,pakamorago ga tlhaolele,,,ka morago ga kgethologanyo go ya ka merafe,,,,,ka mora kgethollo,,,,ho no fhira tshiṱalula,,,endzhaku ka xihlawuhlawu,,
dsac_multi_parl_00346,post-Cold War situation,,,,post-Koue Oorlog-situasie,,,isimo sokulwa ngemiqondo ngemuva Kwempi Yesibili Yomhlaba,,,,emva koJamelwano lweMpuma neNtshona,,,,sikhatsi sangemuva Kwemphi Yemshoshaphasi,simo sangemuva Kwemphi Yemshoshaphasi,,,ubujamo bangemva kwePi yomLomo,,,,maemo a morago ga ntwa ya molomo,,,seemo sa ka morago ga ntwa ya go hlolana ka diolo,,,,,boemo ba ka mora Cold War,,,,Nyimele ho no fhira Nndwa ya Muhumbulo,,,xiyimo endzhaku ka nyimpi nkala-nkongomo,,
dsac_multi_parl_00347,prayer,,,,gebed,,,imithandazo,,,,umthandazo,,,,umthandazo,,,,umthandazo,imithandazo,,,dithapelo,,,thapelo,,,,,thapelo,,,,thabelo,,,xikhongelo,,
dsac_multi_parl_00348,preamble,,,,aanhef,,,isendlalelo,,,,imbulambethe,,,,sendvulelo,,,,isendlalelo,,,,matseno,,,matseno,ketapele,,,,ketapele,,,,marangaphanḓa,tswikiso,,xisumo,,
dsac_multi_parl_00349,precedent,,,,presedent,,,inqubo ezolandelwa,,,,umzekelo wokwenzekayo,into engalandela,into enokulandela,,sibonangaso,,,,ikomba,,,,motlhala,,,tlholoketapele,peamohlala,,,,mohlala,,,,u vhea tsumbo,u thoma tsumbo,,xiboho xa xipikara,,
dsac_multi_parl_00350,precincts of parliament,,,,omgewing van parlement,,,izakhiwo zephalamende,,,,amasango ePalamente,,,,emabala netakhiwo tasephalamende,,,,izakhiwo zepalamende,,,,dikhutlwana tsa palamente,,,tikologo ya palamente ya probentshe,tikologo ya palamente ya profense,tikologo ya palamente ya provense,,,mabaleng a palamente,mapatlelong a palamente,,,vhupo ha phaḽamennde,,,ndhawu ya palamende,,
dsac_multi_parl_00351,premier,,,,premier,,,undunankulu,,,,inkulumbuso yephondo,,,,ndvunankhulu,,,,undunakulu,,,,tonakgolo,moporemia,,mopremia,tonakgolo,,,,tonakgolo,,,,mulangavundu,muphrimia,,holobyenkulu,,
dsac_multi_parl_00352,president,,,,president,,,umongameli,,,,umongameli,,,,mengameli,,,,umongameli,,,,moporesitente,tautona,,mopresidente,presidente,mopresitente,presitente,,presidente,,,,mulangashango,phresidennde,,phuresidente,,
dsac_multi_parl_00353,presiding officer,,,,voorsittende beampte,,,isikhulu esengamele,,,,igosa elongameleyo,,,,losesihlalweni,,,,isiphathiswa esingameleko,,,,motlhankedimokaedi,,,monsošamodiro,,,,,motsamaisi,,,,mutshimbidzi,muofisiri,,mufambisi,,
dsac_multi_parl_00354,press gallery,,,,persgalery,,,indawo yabemithombo yezindaba,,,,igalari yoonondaba,,,,indzawo yetintsatseli,,,,indawo yeembikiindaba,igalari,,,bonno jwa bobegakgang,disoloro tsa bobegakgang,,kalari ya babegaditaba,bobegeladitaba,,,,kalana ya diphatlalatso,,,,vhugalatenga ha vhoramafhungo,gaḽari ya vhoramafhungo,,galari ya vateka-mahungu,,
dsac_multi_parl_00355,press release,,,,persverklaring,,,udaba olukhishelwe abezindaba,,,,ingxelo yoonondaba,,,,umbiko webetindzaba,,,,umbiko weembikiindaba,,,,neelokgang,,,tokollo ya ditaba go babegaditaba,,,,,phatlalatso,,,,fhungo ḽiṋetshedzwa vhoramafhungo,,,xitiviso-hungu,,
dsac_multi_parl_00356,principal act,,,,hoofwet,,,umthethomsuka,umthetho omkhulu,,,umthetho oyintloko,,,,umtsetfo wekucala,umtsetfo ngca,,,umthethomsuka,,,,molaomogolo,,,molaomogolo,,,,,ketsahalo ya sehlooho,,,,mulayo muhulwane,,,nawu-nkulu,,
dsac_multi_parl_00357,private sector,,,,private sektor,,,umkhakha ozimele,,,,ushishino lwabucala,,,,luhwebo lolutimele,lokutimele,,,ikoro yangeqadi,,,,lekala la poraefete,,,lekala la praebete,lekala la praevete,,,,lekala la poraevete,,,,sekithara ya phuraivethe,,,bindzu ro ka ri nga ri ra mfumo,,
dsac_multi_parl_00358,proceedings,,,,verrigtinge,,,okuqhubekayo,,,,iingxoxo,,,,lokuchubekako,tinchubeko,,,ikambiso,,,,ditsamaiso,,,ditherišano,,,,,diketsahalo,tsamaiso,,,matshimbidzele,,,mafambiselo,,
dsac_multi_parl_00359,proclaim,,,,proklameer,,,-memezela,,,,bhengeza,,,,memetela,,,,-memezela,,,,goeletsa,,,goeletša,,,,,phatlalatsa,,,,u bvisa mulevho,,,tivisa,,
dsac_multi_parl_00360,proclamation,,,,proklamasie,,,isimemezelo,,,,isibhengezo,,,,simemetelo,,,,isimemezelo,,,,kgoeletso,,,kgoeletšo,,,,,phatlalatso,kgoeletso,,,mulevho,,,xitiviso,,
