id,eng__001,eng__002,eng__003,eng__004,eng__005,eng__006,eng__007,eng__008,afr__001,afr__002,afr__003,afr__004,afr__005,afr__006,zul__001,zul__002,zul__003,zul__004,zul__005,xho__001,xho__002,xho__003,xho__004,xho__005,xho__006,xho__007,xho__008,ssw__001,ssw__002,ssw__003,ssw__004,ssw__005,nde__001,nde__002,nde__003,nde__004,tsn__001,tsn__002,tsn__003,tsn__004,tsn__005,tsn__006,nso__001,nso__002,nso__003,nso__004,nso__005,nso__006,sot__001,sot__002,sot__003,sot__004,sot__005,sot__006,sot__007,ven__001,ven__002,ven__003,ven__004,ven__005,ven__006,ven__007,ven__008,ven__009,tso__001,tso__002,tso__003,tso__004
dsac_multi_hiv_00048,birth,labour,,,,,,,geboorte,kraam,,,,,ukubeletha,ukuteta,,,,ukubeleka,ukuzala,ukukhululeka,,,,,,kubeleka,kutala,,,,ukubeletha <Euphemism>,ukubhebhula,,,leralelo,tsalo,,,,,pelego,,,,,,ho beleha,ho kena tlung,,,,,,u beba,,,,,,,,,ku tswala,ku veleka,,
dsac_multi_hiv_00049,bisexual n.,,,,,,,,biseksueel,,,,,,uncukumbili,,,,,italasi,umntu otsalwa zizini zozibini,,,,,,,incukumbili,,,,,untendembili,itserigaduna,,,bogabedi,terasi,,,,,bongpedi,,,,,,motho ya ratana le banna le basadi,tarasi,,,,,,tshitamambeumbili,mutamambeumbili,,,,,,,,xitavana,rimbewumbirhi,,
dsac_multi_hiv_00050,bisexual adj.,,,,,,,,biseksueel,,,,,,-buncukumbili,okuncukumbili,ukuba uncukumbili,,,ukuba litalasi,ukutsalwa zizini zozibini,,,,,,,-nguncukumbili,,,,,-buntendembili,-butserigaduna,,,-bogabedi,-terasi,,,,,kgahlego ya bongpedi,,,,,,-ratana le banna le basadi,botarasi,,,,,,tshimbeumbili,mbeumbili,u vha na mbeu mbili,,,,,,,vutavana,vurimbewumbirhi,,
dsac_multi_hiv_00051,blister,,,,,,,,blaas <dikwels blasie>,blaar,,,,,intshabusuku,ibhamuza elinamanzi,,,,idyunguza,idyungudyungu,,,,,,,lichamuta,libhamuta,lishashati,,,itjhatjhazi,,,,pudula,,,,,,lephone,letswabadi,,,,,bolase,setjhabosiu,letjhatjhetsi,pudulwana,,,,pone,phone,,,,,,,,ntshwavusiku,rhukubya,,
dsac_multi_hiv_00052,blood,,,,,,,,bloed,,,,,,igazi,,,,,igazi,,,,,,,,ingati,,,,,iingazi,,,,madi,,,,,,madi,,,,,,madi,,,,,,,malofha,,,,,,,,,ngati,,,
dsac_multi_hiv_00053,blood donation,,,,,,,,bloedskenking,,,,,,ukunikela ngegazi,,,,,unikezelo ngegazi,,,,,,,,kunikela ngengati,,,,,ukuphisana ngeengazi,,,,kabomadi,,,,,,kabo ya madi,,,,,,phano ya madi,,,,,,,ṋetshedzo ya malofha,,,,,,,,,nyikelo wa ngati,,,
dsac_multi_hiv_00054,blood donor,,,,,,,,bloedskenker,,,,,,onikela ngegazi,,,,,umnikezeli ngegazi,,,,,,,,umnikelingengati,,,,,ophisana ngeengazi,umphisani ngeengazi,,,moabamadi,,,,,,moabamadi,,,,,,mofani wa madi,,,,,,,muṋetshedzi wa malofha,,,,,,,,,munyikeri wa ngati,,,
dsac_multi_hiv_00055,bloodstream,,,,,,,,bloedstroom,,,,,,ukugeleza kwegazi,ukuguduza kwegazi,,,,umjelo wegazi,,,,,,,,kugeleta kwengati,umgudvu wengati,kuntjuza kwengati,,,umzombelezo weengazi,ukukhamba kweengazi,,,kelelomadi,,,,,,moela wa madi,,,,,,phallo ya madi,,,,,,,luelela lwa malofha,,,,,,,,,nkhuluko wa ngati,,,
dsac_multi_hiv_00056,blood test,,,,,,,,bloedtoets,,,,,,ukuhlolwa kwegazi,,,,,uvavanyo lwegazi,,,,,,,,luhlolongati,kuhlolwa kwengati,,,,ukuhlolwa kweengazi,,,,tekomadi,tlhatlhobomadi,,,,,teko ya madi,tlhahlobo ya madi,,,,,tlhahlobo ya madi,teko ya madi,,,,,,ndingo ya malofha,,,,,,,,,nkambelo wa ngati,,,
dsac_multi_hiv_00057,blood transfusion,transfusion,,,,,,,bloedoortapping,,,,,,ukufakwa kwegazi,,,,,uthiwo-gazi,,,,,,,,kufakelwa ingati,,,,,ukufakelwa iingazi,,,,tshelomadi,,,,,,tšhelo ya madi,,,,,,phepelo ya madi,,,,,,,u ṋea muṅwe muthu malofha,mudzheniso wa malofha,,,,,,,,nchelo wa ngati,,,
dsac_multi_hiv_00058,body caressing,,,,,,,,liggaamsliefkosing,,,,,,ukuwotawota,ukuphathaphatha umzimba,ukuthintathinta umzimba,,,ukumhunyamhunyana,ukuhlupheza umdla umzimba,,,,,,,kutomota umtimba,kuphotholoza umtimba,,,,ukukhwatjhalaza,ukuphulula,,,phoraphora,,,,,,phopholaphophola,,,,,,ho pholla,ho tshwaratshwara,,,,,,u farafarana,u phuphuledzana,u vhanḓana,,,,,,,ku khomakhoma miri,ku mbambambamba miri,,
dsac_multi_hiv_00059,body fluid,,,,,,,,liggaamsvloeistof,,,,,,uketshezi lomzimba,,,,,incindi yomzimba,ulwelo lomzimba,,,,,,,luketjeti lwemtimba,,,,,iketjezi lomzimba,,,,seeledi sa mmele,,,,,,seela sa mmele,,,,,,lero la mmele,,,,,,,tshiluḓi tsha muvhili,,,,,,,,,xihalaki xa miri,,,
dsac_multi_hiv_00060,bottle-feed v.,,,,,,,,bottelvoed,,,,,,-ncelisa ngebhodlela,,,,,ukuncancisa ngebhotile,ukondla ngebhotile,,,,,,,munyisa ngelibhodlela,,,,,-munyisa ngebhodlelo,,,,fepa ka lebotlolo,,,,,,fepa ka maswi ka lepotlelo,nyantšha ka lepotlelo,,,,,ho antsha lesea botlolo,,,,,,,u mamisa boḓelo,,,,,,,,,ku mamisa n’wana hi bodhlela,ku an’wisa n’wana hi bodhlela,,
dsac_multi_hiv_00061,bottle-feeding,,,,,,,,bottelvoeding,,,,,,ukuncelisa ngebhodlela,,,,,ukuncancisa ngebhotile,ukondla ngebhotile,,,,,,,kumunyisa ngelibhodlela,,,,,ukumunyisa ngebhodlelo,,,,phepo ka lebotlolo,,,,,,phepo ya maswi ka lepotlelo,,,,,,ho antsha ka botlolo,,,,,,,u mamisa nga boḓelo,,,,,,,,,mamamiselo ya n’wana hi bodhlela,maan’wiselo ya n’wana hi bodhlela,,
dsac_multi_hiv_00062,boyfriend,,,,,,,,kêrel,vriend,ou <Less formal>,,,,isoka,,,,,iqabane eliyindoda,isithandwa esiyindoda,isinqandamathe esiyindoda,,,,,,singani lesingumfana,,,,,isokana,isingani esiduna,,,moratwa,,,,,,moratiwa wa monna,,,,,,mohlankana,motjhaufa,motjhesi,,,,,mufunwa wa tshinnani,,,,,,,,,xigangu xa xinuna,,,
dsac_multi_hiv_00063,breast-fed baby,,,,,,,,borsbaba,borsgevoede baba,,,,,umntwana oncela ibele,ingane encela ibele,,,,usana oluncanciswa ibele,imveku encanciswa ibele,umntwana oncanciswa ibele,usana oluncanca ibele,,,,,umntfwana lomunyako,luswane lolumunyiswako,,,,umntwana osamunyako,,,,lesea le le anyiswang lebele,lesea le le anyiswang letsele,lesea le le amusiwang letsele,,,,lesea la go nyantšhwa letswele,lesea la go amušwa letswele,,,,,lesea le antshwang,lesea le nyantshwang,,,,,,ṅwana a mamaho mme,,,,,,,,,n’wana loyi a mamaka vele,n’wana loyi a an’weka vele,,
dsac_multi_hiv_00064,breastfeed v.,nurse v.,,,,,,,borsvoed,,,,,,-ncelisa ibele,,,,,ncancisa ibele,,,,,,,,munyisa libele,,,,,-munyisa,,,,amusa,anyisa,,,,,amuša mekgato,nyantšha,,,,,-antsha,-nyantsha,-fepa ka letswele,,,,,mamisa,,,,,,,,,mamisa,an’wisa,,
dsac_multi_hiv_00065,breastfeeding,,,,,,,,borsvoeding,,,,,,ukuncelisa ibele,,,,,ukuncancisa,,,,,,,,kumunyisa libele,,,,,ukumunyisa ibele,,,,kamusoletsele,kanyisoletsele,kanyisolebele,,,,go amuša matutu,go amuša mekgato,go nyantšha mekgato,go nyantšha matutu,,,ho antsha,ho nyantsha,phepo ya letswele,,,,,mumamiso,u mamisa,,,,,,,,ku mamisa,ku an’wisa,,
dsac_multi_hiv_00066,breast milk,mother’s milk,,,,,,,borsmelk,moedersmelk,,,,,ubisi lwebele,,,,,ubisi lwebele,,,,,,,,lubisi lwelibele,,,,,umkghatho,ibisi lebele,,,mekgatho,,,,,,matutu,mekgato,,,,,lebese la letswele,lebese la mma,,,,,,mikando,,,,,,,,,mafi,,,
dsac_multi_hiv_00067,breast-milk substitute,,,,,,,,borsmelkvervanger,borsmelksubstituut,,,,,okumele ubisi lwebele,,,,,okusetyenziswa endaweni yobisi lwebele,,,,,,,,simelalubisi lwelibele,,,,,isijamiselelo somkghatho,isijamiselelo sebisi lebele,,,seemelamekgatho,,,,,,sejokemelamatutu,sejokemelamekgato,,,,,lebese le sebediswang bakeng sa lebese la mma,dijo tse sebediswang bakeng sa lebese la letswele,dijo tse sebediswang bakeng sa lebese la mma,,,,,tshiimelamikando,,,,,,,,,xiyimelamafi,,,
dsac_multi_hiv_00068,broken skin,,,,,,,,stukkende plek,,,,,,isikhumba esiklayekile,isikhumba esidabukile,isikhumba esigazukile,,,isikhumba esichachambileyo,,,,,,,,sikhumba lesigatukile,sikhumba lesisikekile,,,,isikhumba esilimeleko,isikhumba esigazukileko,,,lengapo,phanyegoletlalo,,,,,ntho,,,,,,leqeba,,,,,,,tshilonda,,,,,,,,,mbanga,,,
dsac_multi_hiv_00069,burning sensation,,,,,,,,brandgevoel,,,,,,ukushoshozela,ubuhlungu obushisayo,,,,ubuhlungu obutshisayo,ukutshotshozela,,,,,,,kushoshotela,kuhlohlota,,,,ubuhlungu obutjhisako,,,,tshubego,tšhatšhamo,phiso,,,,go tšhatšhamela,go sasamela,go babelwa,,,,ho tjhwatjhwasela,,,,,,,u pfa u vhavha,u zazamela,,,,,,,,mfehlo,ku fehla,,
dsac_multi_hiv_00070,burnout,,,,,,,,uitbranding,,,,,,ukuphelelwa umfutho,,,,,ukuphelelwa ngamandla,ukudinwa,,,,,,,kudzangala,kudzinwa,kukhatsala,,,ukuphelelwa mamandla,,,,letsapalegolo,,,,,,molapomogolo,,,,,,ho fellwa ke matla,,,,,,,maneto,,,,,,,,,nkarhalo,ku karhala,,
dsac_multi_hiv_00071,Caesarean section,Cesarean section <United States>,,,,,,,keisersnee,keisersnit,,,,,ukubeletha ngokuhlinzwa,ukubeletha ngomthungo,,,,ukubeleka ngoqhaqho,ukubeleka ngotyando,,,,,,,kubeleka ngekusikwa,kubeleka ngekuhlindvwa,,,,ukubeletha ngokusikwa,,,,karopelegiso,,,,,,opareišene ya pelegišo,karo ya pelegišo,,,,,ho pepa ka thipa,,,,,,,muaro wa u beba,,,,,,,,,vuhandzuri byo velekisa,vuhandzuri byo beburisa,,
dsac_multi_hiv_00072,cancer,,,,,,,,kanker,,,,,,umdlavuza,umhlaza,,,,umhlaza,,,,,,,,ikhensa,umdlavuza,umhlata,,,umdlavuza,ikankere,,,kankere,,,,,,kankere,,,,,,mofetshe,kankere,,,,,,khentsa,pfuko,ṱhahala,,,,,,,mfukuzani,khensa,,
dsac_multi_hiv_00073,caregiver,carer <Great Britain>,,,,,,,versorger,,,,,,umnakekeli,,,,,umongi,,,,,,,,umongi,umnakekeli,,,,umtjheji,umtlhogomeli,,,motlhokomedi,,,,,,mohlokomedi,,,,,,mohlokomedi,,,,,,,mulondoti,mulondoli,,,,,,,,muhlayisi,,,
dsac_multi_hiv_00074,caress,,,,,,,,liefkoos,streel,,,,,-wotawota,-phathaphatha,-thintathinta,,,ukuphululana,ukumhunyamunyana,ukuhluphezana umdla,,,,,,tomota,phatsaphatsa,photholoza,,,-khwatjhalaza,-phulula,,,phoraphora,,,,,,phophola,,,,,,-pholla,-tshwaratshwara,,,,,,u farafara,u phuphuledza,u vhanḓa,,,,,,,khomakhoma,mbambambamba,,
dsac_multi_hiv_00075,carrier,,,,,,,,draer,,,,,,umthwalisifo,,,,,umthwali-sifo,umsasazi-sifo,,,,,,,umtfwalisifo,,,,,umthwali wobulwele,,,,serwadi,morwalatwatsi,,,,,mofetetši,morwalatwatši,,,,,mojarakwatsi,mojaratshwaetso,mojaravaerase,,,,,muhwali wa zwitzhili,,,,,,,,,murhwari,,,
dsac_multi_hiv_00076,casual contact,,,,,,,,alledaagse kontak,,,,,,ukuba ndawonye,ukuhlangana ndawonye,,,,ukudibana nje,indibano yesiqhelo,,,,,,,kutsintsatsintsana njalo,,,,,ukuthintana isihle,ukuthintana okunganamnqopho,,,kamanofela,,,,,,kamano ya ka mehla,,,,,,kamano e tlwaelehileng,,,,,,,u kwamana,,,,,,,,,nhlanganontsena,,,
dsac_multi_hiv_00077,casual sex,,,,,,,,slenterseks,terloopse seks,los seks,,,,ukubhabhalala,ukuhwaphiliza ngocansi,ukuntshontshelana,ukuphana,ukushiyelana ugwayi,ukutswebelana,ukuphana,ukubana,,,,,,kwephana emalalo,kubhemisana emalalo,kuntjontjelana,,,ukulalana okunganasibopho <Standard>,ukuzumela <Euphemism>,,,thobalanofela,nyokanofela,,,,,thobalano ya sewelo,,,,,,thobalano kantle ho dikamano tsa lerato,,,,,,,vhudzekani ha tshivutshela <Standard>,u lalana ha tshivutshela <Standard>,u nyovhana ha tshivutshela <Vulgar>,,,,,,,mpfunano wa swa masangu,vunghwadla,,
dsac_multi_hiv_00078,CD4 count,,,,,,,,CD4-telling,,,,,,isilinganiso samasosha omzimba,i-CD4 khawunti,,,,isibalo sobungakanani bamajoni omzimba,isibalo se-CD4,ubalo lwe-CD4,,,,,,sibalo se-CD4,,,,,isilinganiso se-CD4,imbalo ye-CD4,,,palo ya masole a mmele-CD4,,,,,,palo ya di-CD4,mašole a mmele,,,,,palo ya CD4,palo ya masole a mmele,,,,,,mbalo ya CD4,,,,,,,,,nhlayelo wa CD4,,,
dsac_multi_hiv_00079,cervix,,,,,,,,serviks,baarmoedernek,,,,,umlomo wesibeletho,,,,,umlomo wesibeleko,,,,,,,,umlomo wesibeletfo,,,,,umlomo wesibeletho,iseviksi,,,molomo wa popelo,,,,,,molomo wa popelo,,,,,,molomo wa popelo,,,,,,,mulomo wa mbumbelo,,,,,,,,,nomo wa xivelekelo,,,
dsac_multi_hiv_00080,chancroid,soft sore,,,,,,,sjankroïed,sagteseer,,,,,ukubhabhisa,ukubhajwa,,,,isifo esifumaneka ngokwabelana ngesondo,isifo esifumaneka ngokulalana,ikhankroyidi,,,,,,lijovela,,,,,ijofela,ijovela,,,kenkoroete,,,,,,šankeroete,dišo tša bolwetši bja thobalano,,,,,seso,tjhankeroete,,,,,,tshankroidi,,,,,,,,,vuvabyi bya tingana,,,
dsac_multi_hiv_00081,check-up,,,,,,,,roetine-ondersoek,,,,,,ukuxilongwa,ukuhlolwa,,,,uvavanyo-mpilo,,,,,,,,luhlolomphilo,,,,,ihlolo-zombelele,,,,itekolo,itlholo,tlhatlhobopholo,,,,tlhahlobo,,,,,,tlhahlobo,,,,,,,ṱholohafhu,,,,,,,,,nkambelo,,,
dsac_multi_hiv_00082,chest X-ray,,,,,,,,borskas-X-straal,,,,,,isithombe sesifuba,,,,,i-X-reyi yesifuba,igesi yesifuba,ifoto yesifuba,,,,,,sitfombe sesifuba,i-X-reyi,,,,isikhanyisizitho sesifuba,i-eksireyi yesifuba,,,x-rei ya mafatlha,ponesomafatlha,,,,,ponego ya mafahla,,,,,,seipone sa sefuba,X-Ray ya sefuba,,,,,,ekisireyi ya khanani,,,,,,,,,ekisirheyi ya xifuva,,,
dsac_multi_hiv_00083,childbirth,,,,,,,,kindergeboorte,geboorte,,,,,ukubeletha,ukuteta,,,,ukubeleka,ukuzala,ukukhululeka,,,,,,kubeleka,kutala,,,,ukubeletha,,,,tsholo,pelego,tsalo,,,,pelego,,,,,,ho pepa,ho beleha,,,,,,u beba,u vhofholowa,u tsa mirini,,,,,,,ku veleka,ku tswala,,
dsac_multi_hiv_00084,Chlamydial infection,,,,,,,,Chlamydia-infeksie,,,,,,ukungenwa igciwane iklamidiyali,ukungenwa igciwane elithathelanayo leklamidiyali,,,,intsholongwane ebangelwa kukwabelana ngesondo,intsholongwane ebangelwa kukulalana,iklamidiya,,,,,,lijovela leklamidiya,,,,,ukugula kwetlhamidiya,,,,tshwaetso ya tlelamedia,,,,,,phetetšo ya tlelametia,,,,,,tshwaetso ya tlelamedia,,,,,,,vhukahwa nga bakitheria ya kiḽamidia,,,,,,,,,ntlulelo wa tlilamidiya,,,
dsac_multi_hiv_00085,chronic disease,,,,,,,,chroniese siekte,kroniese siekte,,,,,isifo esingalapheki,isifo esiyisimbelambela,,,,isifo esinganyangekiyo,isifo esingapheliyo,isifo esizingayo,,,,,,sifomahlalakhona,,,,,ubulwele oburhwahlaphazako,ubulwele obungalaphekiko,,,bolwetse jo bo sa foleng,,,,,,bolwetši bja nako ye telele,,,,,,bohloko bo diqebo,bohloko bo se nang pheko,lefu le se nang pheko,,,,,vhulwadze ha tshoṱhe,ndondendonde,,,,,,,,vuvabyi byo godzombela,,,
dsac_multi_hiv_00086,circumcise,see also female circumcision,,,,,,,besny,,,,,,-soka,-sika ijwabu,,,,sika ijwabi,,,,,,,,soka,,,,,sika ijwabu,,,,go rupisa,go gwerisa,,,,,bolotša,ripa letlalo la pele la ntoto <Vulgar>,,,,,ho bolotsa,,,,,,,fumbisa,,,,,,,,,yimbisa,,,
dsac_multi_hiv_00087,circumcision,see also female circumcision,,,,,,,besnydenis,besnyding,,,,,ukusoka,ukusika ijwabu,,,,ulwaluko,,,,,,,,kusoka,,,,,ukusikwa kwejwabu,,,,thupiso,kgweriso,,,,,lebollo,,,,,,polotso,,,,,,,u fumba,,,,,,,,,yimbiso,,,
dsac_multi_hiv_00088,climax,sexual climax,orgasm,,,,,,orgasme,klimaks,,,,,uvuthondaba locansi,ukuthunda,ukuchama,,,uvuthondaba kulwabelwano ngesondo,uvuthondaba kulalwano,ukuchama,,,,,,kuchama,kutfundza,luvutfomacansi,,,isitlhori sobumnandi bomseme,isiqongolo sobumnandi bokulalana,,,setlhoathobalano,,,,,,sehloa sa thobalano,sehlwa sa thobalanong,,,,,sehlohlolo,ho betsa mmane,tlhoro,,,,,maṱhakheni a zwa u lalana,maṱhakheni a zwa u nyovhana <Vulgar>,maṱhakheni a zwa vhudzekani,,,,,,,makholo,,,
dsac_multi_hiv_00089,clinic,health clinic,health-care clinic,,,,,,kliniek,gesondheidskliniek,,,,,umtholampilo,iklinikhi,,,,iklinikhi,,,,,,,,ikliniki,umtfolamphilo,,,,umtholapilo,itliniki,,,tleliniki,,,,,,kliniki ya tša maphelo,,,,,,tleliniki,,,,,,,kiḽiniki,kiḽiniki ya mutakalo,,,,,,,,tliliniki,,,
dsac_multi_hiv_00090,clinical trial,,,,,,,,kliniese proef,,,,,,ukuhlola ukusebenza komuthi,,,,,ulingo lwezonyango,,,,,,,,lucwaningolunyango,,,,,ukulingelela ngomuntu,,,,tekokalafo,,,,,,tekonyakišišo ya dihlare bathong,,,,,,teko ya kalafo bathong,,,,,,,ndingamushonga kha kana nga vhathu,,,,,,,,,ndzingeto wa xitliliniki,,,
dsac_multi_hiv_00091,clitoris,,,,,,,,klitoris,,,,,,umsunu,ubhontshisi,,,,ikhozo,ipete,umsunu,,,,,,sicotolo <Vulgar>,inhlunu,inzonzo,,,ilinyana <Vulgar>,isibinjana,,,motlopa <Standard>,,,,,,sebetšana <Vulgar>,,,,,,nawa,mosono,,,,,,mukongo,,,,,,,,,thothonono,mandori,,
dsac_multi_hiv_00092,close contact,,,,,,,,noue kontak,,,,,,ukuhlala ndawonye,ukuphilisana,,,,ukuhlalelana,ukusondelelana,ukuhlala ndawonye,ukuhlala kunye,,,,,kusondzelana,kutsintsana,,,,ukutjhidelana,ukuba semaduze,ukuhlalelana,,katamelano,,,,,,kamano ya sekgauswi,kopano ya kgauswi,,,,,ho phela mmoho,phedisano,,,,,,u dzula noṱhe,,,,,,,,,nhlangano,,,
dsac_multi_hiv_00093,combination therapy,combination treatment,,,,,,,kombinasieterapie,kombinasiebehandeling,,,,,inhlanganisela yokwelashwa,,,,,umdibaniso wonyango,unyango ngeentlobo ezahlukeneyo zamachiza,,,,,,,inhlanganisela yekwelashwa,kwelapha ngekudidiyela,,,,umdidiyelo wokwelapha,,,,kalafokopantsho,,,,,,kalafo ya bolwetši ka tirišo ya diokobatši tše dintši,,,,,,kalafo ka metswako ya meriana,kalafo ka metswako ya dithethefatsi,,,,,,dzilafhoṱhanganelano,,,,,,,,,matshungulelonkatselo,,,
dsac_multi_hiv_00094,communicable disease,infectious disease,,,,,,,aansteeklike siekte,oordraagbare siekte,infeksiesiekte,,,,isifo esithathelwanayo,,,,,isifo esisulelayo,,,,,,,,sifo lesitselelwanako,sifo lesisulelwanako,,,,ubulwele obuthelelwanako,ubulwele obuthelelanako,ubulwele obuthathelanako,,bolwetsetshelano,,,,,,bolwetši bja go fetela,,,,,,bohloko bo tshwaetsanang,lefu le tshwaetsanang,,,,,,vhulwadze ha phirela,,,,,,,,,vuvabyi byo tlulela,,,
dsac_multi_hiv_00095,community-based care,community care,home community-based care,,,,,,gemeenskapsorg,gemeenskapsgebaseerde versorging,gemeenskapsgebaseerde sorg,,,,ukunakekelwa ngumphakathi,,,,,ukongiwa komntu ngabahlali,ukukhathalelwa komntu ngabahlali,ukunakekelwa komntu ngabahlali,,,,,,lunakekelo emphakatsini,lunakekelo emmangweni,,,,itjhejongulani lomphakathi,,,,tlhokomelogae,,,,,,tlhokomelo ya balwetši ka magaeng ka maloko a setšhaba,,,,,,tlhokomelo ya bakudi lapeng,,,,,,,ndondolo tshitshavhani,ndondolatshitshavha,,,,,,,,nhlayiso hi muganga,nhlayiso hi vaaki,,
dsac_multi_hiv_00096,community health centre,,,,,,,,gemeenskapsgesondheidsentrum,,,,,,isikhungo sezempilo somphakathi,,,,,iziko lezempilo lasekuhlaleni,,,,,,,,sikhungo sekwelaphela ummango,,,,,iziko lobutjhejongulani,,,,sentharapholoselegae,klelinikikgoloselegae,,,,,lefelo la tša maphelo la setšhaba,,,,,,setsi sa bophelo sa baahi,,,,,,,Senthara ya Mutakalo ya Tshitshavha,,,,,,,,,ndzhawu ya swa rihanyu ya muganga,,,
dsac_multi_hiv_00097,community health worker,,,,,,,,gemeenskapsgesondheidswerker,,,,,,unompilo,,,,,unompilo,unomakhaya,,,,,,,lomakhaya,,,,,umtjhejingulani womphakathi,inesi lomphakathi,,,modiredipholo wa selegae,,,,,,mošomi wa tša maphelo wa setšhaba,,,,,,mosebeletsi wa tsa bophelo wa baahi,,,,,,,mushumelamutakalo wa tshitshavha,,,,,,,,,mutirhi wa swa rihanyu wa muganga,,,
dsac_multi_hiv_00098,community support service,,,,,,,,gemeenskaps-ondersteuningsdiens,gemeenskapsteundiens,,,,,ukusizwa komphakathi,ukusekwa komphakathi,ukuxhaswa komphakathi,,,inkonzo yenkxaso yasekuhlaleni,inkonzo yenkxaso yoluntu,,,,,,,insita yekusekela sive,,,,,umsebenzi wokusekela umphakathi,,,,tirelokemonokeng ya selegae,,,,,,tirelothekgo ya setšhaba,,,,,,tshebeletso e tshehetsang baahi,,,,,,,tshumelothikhedzi ya tshitshavha,,,,,,,,,vukorhokeri bya nseketelo bya muganga,,,
dsac_multi_hiv_00099,complementary feeding,,,,,,,,aanvullende voeding,,,,,,ukudla okuqinile,,,,,ukutya okusisongezelelo,ukutya okuncedisayo,,,,,,,kudla lokwesekela lubisi,,,,,isingezelelokudla,,,,phepotlaleletso,,,,,,dijo tša phepotlaleletšo,,,,,,phepo ya tlatsetso,,,,,,,nyingamumamiso,,,,,,,,,mphamelo wo engetela,,,
dsac_multi_hiv_00100,complication,,,,,,,,komplikasie,,,,,,ukuxaka kwesifo,ukudlanga kwesifo,,,,ubuzaza,imo yokuba mandundu,,,,,,,sifocubuka,sifovumbuka,,,,ukuhlangahlangana,ukudlanga,,,tlhakatlhakano,,,,,,tlhakahlakano,tšharakano,,,,,ho eketseha ha mafu,ho eketseha ha mahloko,,,,,,mbilingano,,,,,,,,,mpfilungano,,,
dsac_multi_hiv_00101,conceive,fall pregnant,,,,,,,swanger word,swanger raak,verwagtend word,,,,-bamba isisu,-thatha isisu,,,,khawulwa,thatha,,,,,,,mitsa,bamba sisu,khulelwa,,,-tshima,-sikima <Euphemism>,,,ima,ithwala,,,,,ima,ithwala,,,,,-ima,-emara,-ithwala,-nka mpa,,,,u pfukwa,ṋowa yo fara <Euphemism>,u vha na thumbu,u vhifha muvhilini,,,,,,tika,nyimba,,
dsac_multi_hiv_00102,conception,,,,,,,,bevrugting,konsepsie,,,,,ukubamba isisu,ukuthatha isisu,,,,ukukhawulwa,ukuthatha,,,,,,,kumitsa,kubamba sisu,kukhulelwa,,,ukutshima,ukusikima,,,ithwalo,kimo,,,,,kimo,boithwalo,,,,,kemolo,ho emola,ho nka mpa,,,,,vhufarathumbu,vhupfukwa,,,,,,,,nyimbo,,,
dsac_multi_hiv_00103,concurrent infections,,,,,,,,gelyklopende infeksies <Preferred>,saamlopende infeksies,,,,,ukuxhobelana kwezifo,,,,,ukuphindaphindana kosuleleko,usuleleko zizifo ngezifo,usuleleko zizifo ezahlukeneyo,,,,,,kwelakanyana kwetifo,,,,,izifozifo,ukutshwayeleka kanengi,ukutshwayeleka ngokubuyelelweko,,ditshwaetsosegongwe,,,,,,phetetšo ya malwetši a mantši ka nako ye tee,,,,,,ditshwaetso tsa ka nako e le nngwe,,,,,,,vhulwadzemazha,,,,,,,,,mitluleloxikan’we,,,
dsac_multi_hiv_00104,condition,,,,,,,,toestand,,,,,,isimo sempilo,,,,,imo yempilo,,,,,,,,kugula,simomphilo,,,,ukugula,umraro wobuphilo,,,maemo,,,,,,maemo,,,,,,boemo ba bophelo,,,,,,,vhulwadze,,,,,,,,,xiyimo,,,
dsac_multi_hiv_00105,condom,see also male condom; female condom,,,,,,,kondoom,,,,,,ijazi lezocansi,ikhondomu,,,,ikhondom,isingxobo sokwabelana ngesondo,isingxobo sokulalana,,,,,,ikhondomu,lijazi letemacansi,,,,ikhondomu,,,,mosomelwana,khondomo <Euphemism>,,,,,khontomo,kgotlopo,,,,,khondomo,selatana,kgohlopo,,,,,khondomu,,,,,,,,,khondomu,,,
dsac_multi_hiv_00106,confidential,,,,,,,,vertroulik,,,,,,-okuyimfihlo,-okuyisifuba,,,,yimfihlo,yindaba yakwamkhozi,lihlebo,,,,,,-kwemfihlo,-kwesifuba,,,,-sifuba,-fihlo,-kwefihlo,,pipanapipe,khupamarama,sephiri,,,,ya sephiri,ya thopa,,,,,lekunutu,sephiri,,,,,,zwa tshiphiri,zwa tshidzumbe,,,,,,,,swa xihundla,,,
dsac_multi_hiv_00107,confidentiality,,,,,,,,vertroulikheid,,,,,,ubumfihlo,ukuba nesifuba,,,,imfihlo,indaba yakwamkhozi,ihlebo,,,,,,kuba nesifuba,kuba nemfihlo,,,,ifihlo,isifuba,,,bophiri,,,,,,sephiri,thopa,,,,,lekunutu,,,,,,,tshiphiri,tshidzumbe,,,,,,,,vuhundla,,,
dsac_multi_hiv_00108,confinement,,,,,,,,bevalling,,,,,,isikhathi sokubeletha,,,,,ukubasefukwini,ukufukama,,,,,,,kuba sendlini,kuya embongolweni,,,,ukubeletha,,,,pelegiso,khubamo,botsetse,,,,go ba lefelong leo le itšego,,,,,,setswetse,,,,,,,u vhofholowa,u beba,u tsa mirini,,,,,,,nkarhi wa ku veleka,,,
