id,eng__001,eng__002,eng__003,afr__001,afr__002,afr__003,afr__004,afr__005,afr__006,xho__001,xho__002,xho__003,xho__004,ssw__001,ssw__002,ssw__003,ssw__004,nde__001,nde__002,nde__003,tsn__001,tsn__002,tsn__003,tsn__004,nso__001,Syonym__-,nso__002,nso__003,nso__004,sot__001,sot__002,sot__003,ven__001,ven__002,ven__003,ven__004,ven__005,ven__006,tso__001,tso__002,tso__003,tso__004
dsac_pharm_sec_00075,atopic eczema,,,atopiese ekseem,atopiese dermatitis,,,,,isigulo sokoma kwesikhumba,iekzima,,,lukhwekhwe,sifo sekunwayisa,,,ikhwekhwe,,,motshweetshwee,lekgwekgwe,,,sekgalaka,,sebabo,,,lekgwekgwe,nngwae,,athopiki ekzima,ekizima ya u ṱhoṱhonwa,,,,,nkhwaxo,,,
dsac_pharm_sec_00076,attention deficit hyperactivity disorder,ADHD,,aandaggebrekhiperaktiwiteitsteuring,ADHD,,,,,ukundweba okungalawulekiyo,,,,sifo sekuba nemdlandla ngalokwendlulele,,,,ukupharhazela kokutlhayelelwa yingqonama,ubujamo bokutlhayelelwa yingqonama okudluleleko,,bophakwane,,,,mahlahlaphapogo,,,,,bohloko ba mafolofolo a hlokisang tsepamiso ya maikutlo,,,vhulwadze ha u sa tokomelwa,,,,,,vuvabyi nkakongomiso wa miehleketo,,,
dsac_pharm_sec_00077,autoimmune disease,,,outo-immuunsiekte,outoïmmuunsiekte,,,,,ukuzihlasela komzimba,,,,sifo sekutihlasela kwemtimba,,,,umazibulala wevikelomzimba,ukuzibulala kwevikelomzimba,,itlhaselo ya ditogwa,ikoafatso ya ditogwa,,,boitwantšho bja mašolemmele,,,,,boitwantsho ba masole mmeleng,,,vhulwadze ha u ṱhaselwa muvhili nga maswole a muvhili,,,,,,vutihlaseri bya miri,,,
dsac_pharm_sec_00078,backache,,,rugpyn,,,,,,iingqaqambo zomqolo,,,,buhlungu belicolo,,,,ubuhlungu bomgogodlha,,,setlhabi sa mokwatla,,,,sehlabimokokotlong,,,,,ho opa ha mokokotlo,,,u vhavha ha muṱana,u vhavha ha muṱoḓo,,,,,ku vava ka nhlana,,,
dsac_pharm_sec_00079,background contamination,,,agtergrondkontaminering,agtergrondkontaminasie,,,,,ukungcoliseka ngempazamo,,,,kungcoliseka ngeliphutsa,,,,ukusilaphazeka ngephoso,,,kgotlhelo ya tikologo,,,,tšhilafatšophošo,,,,,tshilafatso e ipatileng,,,tshikafhadzo,,,,,,nthyakiso hi xihoxo,,,
dsac_pharm_sec_00080,bed rest,,,bedrus,,,,,,ukuphunyuliswa ngugqirha,,,,kuphumula embhedeni,,,,ukulatjhwa ngokulaliswa,ukulatjhelwa embhedeni,,thobadiso,,,,khutšišobolaong,,,,,kalafi ka phomotso diphateng,,,u awedzwa ha mulwadze,,,,,,ku wisa,,,
dsac_pharm_sec_00081,bed wetting,enuresis,,bednatmaak,enurese,,,,,ukuzichamela ulele,ukuchamela umandlalo,,,kutichamela ulele,kutitfundzela uma ulele,,,ukuthunda eengutjeni,,,thoteladikobo,,,,boroteladikobo,,bortelabolao,,,borota,,,u runda wo lala,u runda wo eḓela,,,,,ku titsakamisela evurhongweni,ku bobodla,,
dsac_pharm_sec_00082,benefit-risk profile,,,voordeel-risiko-profiel,,,,,,iinkcukacha zokuyinzuzo nokuyingozi,,,,luhlatiyo lwetinzuzo nebungoti,,,,icozululo lenzuzo nengozi,,,porofaele ya matshosetsi a kungwelo,,,,tshekatsheko ya dikholego le dikotsi,,,,,tjhebisiso ya melemo le dikotsi tsa kalafo,,,mbambedzo ya mbuelo na tshinyalelo,,,,,,nkambisisamatimu ya mbuyelonxungeto,,,
dsac_pharm_sec_00083,benign <adj.> {e.g. a tumour},,,goedaardig,benigne,,,,,-nganweniyo,,,,-ngenangoti,,,,-ngabulaliko,-nganangozi,,- tlhokakotsi,,,,-tlhokago kotsi,,,,,-hlokang kotsi,,,si khombo,,,,,,-nkalakhombo,,,
dsac_pharm_sec_00084,bifocal {lenses},,,bifokaal,,,,,,-bonisa kabini,,,,sibonisimabanga lamabili,,,,isibonisikabili,,,ponopedi,,,,ponopedi,,,,,ponopedi,,,mbonakavhili,,,,,,mavonisambirhi,,,
dsac_pharm_sec_00085,bile {secreted by liver},gall,,gal,,,,,,inyongo,,,,inyongo,,,,inyongo,,,gala,gaumakwe,santlhoko,,nnyoko,,gala,,,nyooko,,,nyongwe,ndulu,,,,,nyongwa,,,
dsac_pharm_sec_00086,bioactivity,biological activity,,bioaktiwiteit,biologiese aktiwiteit,,,,,ukuguqulwa kwemo kokungena emzimbeni,,,,umphumela wesisetjentiswa kulokuphilako,,,,umphumela wesihlahla,,,boamaditshedi,,,,ditlamoragotekophedi,,matla a moriana mmeleng,,,tshebetso ya moriana mmeleng,matla a moriana mmeleng,,masiandaitwa a mushonga kha zwi tshilaho,,,,,,tirhelomirini,,,
dsac_pharm_sec_00087,bioavailability,biological availability,BA,biobeskikbaarheid,biologiese beskikbaarheid,,,,,umyinge osebenzayo kwichiza,umlinganiselo okhoyo egazini,,,silinganiso sesidzakamiva engatini,,,,ubungako besihlahla eengazini,,,bolengteng-mmeleng,botsenammele,,,kelonyanywa,,kelomonwa,,,boteng ba moriana mmeleng,,,phimo ya mushonga malofhani kha zwi tshilaho,,,,,,vukonamirini,,,
dsac_pharm_sec_00088,bioburden,biological burden,,biolas,biologiese las,,,,,umyinge weentsholongwane,,,,bungako bemagciwane,,,,ubungako bomulwana kokuphilako,,,tshailo ya megare,,,,paktheriantšitši,,bontši bja paketheria,,,bongata ba kokwanahloko mmeleng,,,phimo ya zwitzhili kha zwi tshilaho,,,,,,mpimo wa switsongwatsongwana,,,
dsac_pharm_sec_00089,bioequivalence,biological equivalence,BE,bioëkwivalensie,bio-ekwivalensie,biologiese ekwivalensie,biologiese gelykwaardigheid,,,ukusebenza ngokufanayo kwamachiza,,,,kusebentakufana kwetidzakamiva,,,,ukusebenza ngokufana kweenhlahla,,,tekanotshelo,,,,tekantšhohlaremmele,,,,,tekano ya meriana mmeleng,,,mbambedzo ya kushumele kwa mishonga kha zwi tshilaho,,,,,,ndzinganomatirhelo emirini,,,
dsac_pharm_sec_00090,biohazard,biological hazard,,biogevaar,biologiese gevaar,,,,,ubungozi kokuphilayo,,,,bungoti kulokuphilako,,,,ubungozi kokuphilako,ingozi kokuphilako,,tshosetso ya ditshedi,,,,kotsipheding,,,,,kotsi mothong le tikolohong,,,khombo kha zwi tshilaho,,,,,,swa nghozi eka swihanyi,xungetarihanyu,,
dsac_pharm_sec_00091,biological indicator {pharmacology},bio-indicator,BI,biologiese aanwyser,bioaanwyser,,,,,isiqinisekisimo yokusebenza komzimba,,,,inkhombakuhlanteka,inkhomba yekungabi nemagciwane,,,ikombakuhlwengeka,ikombakuphepha,,tshupatlhweko,,,,tšhupotlhweko,,,,,sesupatlhweko,sesupabohlweki,,tsumba u kuna ha tshibveledzwa,,,,,,xikombanxuviwo,,,
dsac_pharm_sec_00092,biological marker,biomarker,,biologiese merker,biomerker,,,,,isiphawuli semompilo,,,,luphawu lwesimomphilo,,,,isitjengiso sokulawuleka kwesifo,,,selepamegare,selepaditwatsi,,,taetšopaktheria,,,,,letshwao la tlhweko,letshwao la bohlweki,,tsumbanyimele ya mutakalo,,,,,,xikombaxiyimo xa rihanyu,,,
dsac_pharm_sec_00093,biological medicine,biomedicine,,biologiese medisyne,biomedisyne,,,,,iyeza elenziwa ngokuphilayo,,,,umutsi lowentiwe ngalokuphilako,,,,isihlahla esenziwe ngokuphilako,ukwelapha ngokwesayensi,,kalafaditshedi,,,,sehlaresetšwadipheding,,,,,moriana o tswang sepheding,,,mushonga u bvaho kha zwi tshilaho,,,,,,murhi wo huma eka xihanyi,,,
dsac_pharm_sec_00094,bioprocessing,biological processing,,bioprosessering,biologiese prosessering,,,,,ukuvelisa kokuphilayo,,,,kukhicita ngalokuphilako,,,,ukukhiqiza ngokuphilako,ukwenza ngokuphilako,,tlhagiso-ka-ditshedi,,,,go tšwadiphedi,,,,,tlhahiso ya tse tswang sepheding,,,mveledza mushonga kha zwi tshilaho,,,,,,k’endla murhi hi swihanyi,,,
dsac_pharm_sec_00095,biopsy,,,biopsie,,,,,,uxilongosicwibi,,,,ibhayopsi,kukhishelwalucwaningo kwelintfweshu,,,ukuhlola ngokutshephula isitho,ibhayopsi,,bayopsi,,,,nyakišišothišu,,payopisi,,,bayopsi,,,u bvisa kupiḓa kwa u ṱola,bayopisi,,,,,bayopisi,,,
dsac_pharm_sec_00096,biosimilar,biological similar medical product,,biogelyksoortige middel,,,,,,umyelelachiza,umyelelayeza,,,umkhicitofana,,,,ukufana kweenhlahla,,,molemotshwana,,,,tšwanohlarepheding,,,,,tshwano ya meriana,,,mishongamveledzwa nga zwitshilaho i no fana,,,,,,swiendliwafanana hi swihanyi,swimakiwafanana hi swihanyi,,
dsac_pharm_sec_00097,biowaiver,biological waiver,,biokwytskelding,biotoetskwytskelding,,,,,imvume ekhethekileyo yovelisoyeza,ibhayoweyiva,,,imvumo lekhetsekile yekusebenta kufana kwetidzakamiva,ibhayoweyiva,,,ukungenzi ilingelelo lokusebenza kwesihlahla,,,tlolotlhatlhobo,,,,tshelohlahlobohlare,,,,,tumello ya ho tlohela mehato ya tlwaelo,,,ṋetshedzo ya thendelo ya u shuma nga zwi no fana,thendelo ya u linga mishonga,,,,,mpfumelelo wa ndzingetoxitlilinikali,,,
dsac_pharm_sec_00098,bipolar disorder,,,bipolêre versteuring,bipolêre steurnis,,,,,iqwakaza,iphuku,,,buncobodvo,ibhayiphola,,,isivukavukani,ipherhupherhukomizwa,,bolwetse jwa baephola,,,,matsogedi,,baephola,,,baephola,,,vhulwadze ha baiphoḽa,,,,,,vuvabyi bya swipfukelwa,,,
dsac_pharm_sec_00099,birth defect,,,geboortedefek,geboorte-afwyking,,,,,ukuzalwa unesiphako,ubulima ozelwe nabo,,,kuchwala,kukhubateka,,,uburhole,,,kgolagalopeleging,,,,bogoletlhago,,,,,bohole ba tlhaho,,,vhuhole ha u mbebo naho,vhuholefhalimbebyanaho,,,,,vutsoniwa,,,
dsac_pharm_sec_00100,black-box warning {on the drug's label},,,gevaarwaarskuwing,swartraamwaarskuwing,,,,,isilumkiso sobungozi beyeza,,,,secwayiso sebungoti lobukhulu besidzakamiva,,,,isiyeleliso somphumela ongakalindeleki,isiyeleliso somphumela wangeqadi,,temosakotsi,,,,selemošakotsi,,,,,temoso ya kotsi,,,tsivhudzamasiandaitwa,,,,,,xilemukisanghozi,,,
dsac_pharm_sec_00101,bladder {organ},,,blaas,,,,,,isinyi,,,,sinye,,,,isinye,,,setlha,senya,,,sebudula,,senya,,,senya,,,dundelo,,,,,,thundelo,ndzhundzelo {nhlamba},,
dsac_pharm_sec_00102,blindness,,,blindheid,,,,,,ubumfama,,,,bumphumphutse,kungaboni emehlweni,,,ubuphofu,,,bofofu,,,,bofofu,,,,,bofofu,,,vhupofu,,,,,,vubofu,,,
dsac_pharm_sec_00103,blood bank,,,bloedbank,,,,,,uvimba wegazi,,,,sigciningati,libhangengati,silondvolotingati,silulungati,ibulungelo leengazi,ibulungelongazi,,polokelomadi,bodutelamadi,,,polokelomadi,,bokgobamadi,,,polokelo ya madi,,,mbulungelo ya malofha,,,,,,vuhlayiselangati,,,
dsac_pharm_sec_00104,blood clot,,,bloedklont,,,,,,ihlwili,,,,lihlwili,,,,ihlwili,,,letlhole,,,,lehlwele,,nkgothomadi,,,lehlwele,,,govho,,,,,,ndhendhe,gadi ra ngati,,
dsac_pharm_sec_00105,blood plasma,,,bloedplasma,,,,,,isiyilelogazi,iplazma yegazi,,,iplazima yengati,,,,iplazima yeengazi,,,seremadi,plasmamadi,,,plasma ya madi,,,,,plasma ya madi,,,pulasima ya malofha,,,,,,pulasima ya ngati,,,
dsac_pharm_sec_00106,bone marrow,,,beenmurg,,,,,,umongo,,,,umnkantja,,,,ummongo,,,mooko,,,,mooko,,,,,mooko,,,mwongo wa rambo,ṅongo wa rambo,ṅwongo wa rambo,,,,mongo,,,
dsac_pharm_sec_00107,booster dose,,,versterkdosis,onderskragingsdosis,,,,,umyinge wokomeleza,umlinganiselo wokomeleza,,,silinganisomutsi lesengetiwe,umtsamomutsi lowengetiwe,,,isilinganiso esingezelelako,,,mothamotsosoloso,tekanyetsamolemotsosololo,,,sematlafatšahlare,,,,,sematlafatsi,sematlafatsammele,,phimonyengedzedzo dza maswole a muvhili,,,,,,mpimamurhiengetelo,,,
dsac_pharm_sec_00108,brace,,,stut,,,,,,isilungelelanisi,isisekeli,,,sisekeli,silungisi,,,isisekelimathambo,umqabo,,kgokanyi,sefaphi,setshegetsi,,sethekgi,,,,,setshehetsi,,,kwilidzitsike,tsombo,tshiṱangu,,,,xihlangalala,xihakahlwa,,
dsac_pharm_sec_00109,bradycardia {unusually slow heartbeat},brachycardia,,bradikardie,bragikardie,,,,,ukubetha kwentliziyo ngokucothayo,,,,kushaya kancane kwenhlitiyo,,,,ukubetha kabuthaka kwehliziyo,ukubethela phasi kwehliziyo,,kibo ka bonya,,,,pelosebetha ka go nanya,,,,,ho otla butle ha pelo,,,u divhitha ha mbilu,,,,,,mbho wa mbilu hi ku nonoka,,,
dsac_pharm_sec_00110,brain damage,,,breinskade,,,,,,ukwenzakala ebuchotsheni,,,,kulimala kwebucopho,,,,ukulimal kobuqopho,,,kgobaloboko,,,,kgobalobjoko,,,,,temalo ya boko,,,fuvhalo kha vhuluvhi,,,,,,mbavisekabyongo,,,
dsac_pharm_sec_00111,brand-name drug,,,handelsmerkmedisyne,handelsmerkmedikasie,,,,,igama loshishino lechiza,,,,luphawugama lwemutsi,,,,ibizomvezo lesihlahla,,,molemo wa tshwaiwa,,,,leinatshwayohlare,,leina la sehlare,,,lebitso la moriana le sireleditsweng,,,dzinavhuvhambadzi ḽa tshidzidzivhadzi,,,,,,xidzidziharisivitomumaki,,,
dsac_pharm_sec_00112,breast pump,,,borspomp,,,,,,isikhamimabele,,,,sikhamimabele,,,,isikghamimabele,,,segamamabele,segamamatsele,,,segamamatswele,,,,,sehamamatswele,,,tshihama maḓamu,,,,,,xikamavele,,,
dsac_pharm_sec_00113,brittleness {pharmaceutics},,,brosheid,,,,,,izinga lobukrwabakrwaba,izinga lobuqwabaqwaba,,,kwephuka kalula,,,,ukuqephuka lula,,,thobegobebe,,,,thobegonolo,,,,,ho robeha habonolo,,,dzhenzheḓa,,,,,,vutshoveka-ku-olova,,,
dsac_pharm_sec_00114,bronchitis,,,brongitis,,,,,,iphika,,,,lukhwehlekhwehle,,,,isifo sokuvaleka kwemithambo yamaphaphu,ibhronkhayithisi,,bronkhaetisi,,,,tšhatšhamelothurugo phaepheswafo,,poronkhaithisi,,,bronkhaethisi,,,vhuvalwakhana,bronkhaithisi,,,,,mpfimbaxinkolwana,ndzhumbelaxinkolwana,,
dsac_pharm_sec_00115,bronchodilator,,,brongodilator,lugpypverruimer,,,,,isivulimiphunga,isivulisifuba,,,sivulamaphaphu,,,,isivulimithambo samaphaphu,,,sebulameselomowa,,,,sethušapuladiphaephe swafo,,sethibolla mafahla,,,sebodulamatshwafo,,,tshivulakhana,,,,,,xipfulaxinkolwana,,,
dsac_pharm_sec_00116,bruise,contusion,,kneusplek,kneusing,kneus,,,,umgruzuko,,,,umhubuko,lidvuma,ingongoma,umvimbo,ibala lokubetheka,ibala lokuqhula,,lebote,letsadi,,,matetelo,,,,,letetetso,,,u khuvhuwa,u khuzuwa,u khuruwa,,,,felangati,,,
dsac_pharm_sec_00117,bulimia {disturbance in eating behaviour},,,bulimie,,,,,,isigulo sokuzigabhisa,ibhulimiya,,,sifo sekudla utihlantise,ibhulimiya,,,isifo sokudlela ukuhlanza,ibhulimiya,,bulimia,,,,pulimia,,,,,bohloko ba ho itlhatsisa,bulimia,,buḽumia,,,,,,bulimiya,,,
dsac_pharm_sec_00118,bunion,,,knokkel,,,,,,ibhanyanisi,,,,likhona,,,,ibhaniyoni,,,kokobiti,banione,,,paniyone,,,,,tshere ya monwana o motona wa leoto,banione,,buniyoni,khontsi,,,,,baniyoni,nghonokakhundzu,,
dsac_pharm_sec_00119,calamine,,,kalamyn,,,,,,ikhalamayini,,,,ikhalamayini,,,,ikhalamayini,,,khalamaene,,,,khalamaene,,,,,khalamaene,,,khaḽamaini,,,,,,khalamayini,,,
dsac_pharm_sec_00120,callus,callous,,eelt,kallus,,,,,ikonsi,,,,sikofu,,,,ikhonsi,ikhona,,khonse,leropi,,,lephone,,letswabadi,,,letswabadi,,,phone,khontsi,,,,,mbhonya,,,
dsac_pharm_sec_00121,calorie,,,kalorie,,,,,,umlinganiselomandla okutya,ikhalori,,,silinganiso-mandla-sekudla,ikhalori,,,ikhalori,,,khalori,,,,khalori,,,,,khalori,,,khaḽorisi,,,,,,khalori,,,
dsac_pharm_sec_00122,camomile,chamomile,,kamille,,,,,,inxina,ikhemomayili,,,ikhemomayili,luhlobo lwemsutane,,,ikhemomayili,,,khemomaele,,,,khemomaele,,,,,khemomaele,,,khamomaiḽi,,,,,,khamomayili,,,
dsac_pharm_sec_00123,camphor,,,kamfer,kanfer,,,,,ikhamfara,,,,ikhemfa,,,,ikhemfa,,,khemfa,,,,khemfa,,,,,khamfore,,,khemfa,,,,,,khemfa,,,
dsac_pharm_sec_00124,cannula,,,kanule,,,,,,umbhobho wonyango,ikhanula,,,lishubhu,ikhanyula,,,ikhenyula,,,khenyula,,,,khanyula,,,,,khanyula,,,khanuḽa,,,,,,khanula,,,
dsac_pharm_sec_00125,caplet,,,kaplet,,,,,,ipilisi ebumbhoxo,ipilisi embhuntshuntshu,,,lipilisi lelidze,ikhaphulethi,,,ipilisi,ikheplethi,,kgopapilisi,,,,khapolete,,,,,kheplete,,,khephuḽethe,,,,,,khepulete,,,
dsac_pharm_sec_00126,capping,,,dekselvorming,,,,,,ukwahluka kubini kwepilisi,,,,kucetuka kweliphilisi,,,,isivalo sepilisi,,,phosopilising,,,,phošo-philising,,,,,kheping,,,u fhandekana ha philisi,,,,,,mphemuko,nkwamuko,,
dsac_pharm_sec_00127,capsule,,,kapsule,,,,,,ipilisi engumaselwanesingxobo,ikhepsuli,,,lipilisi salibhosho,ikhepsuli,,,ikhepsuli,ipilisi,,sekatlakgoba,,,,khephisulu,,khepsule,,,pidisikgaketla,khepsule,,khephusuḽu,,,,,,khepisulu,,,
dsac_pharm_sec_00128,carcinogen,,,karsinogeen,kankerverwekkende stof,kankerverwekker,,,,iiseli zomhlaza,ikhasinojeni,,,sibangamhlata,sibangamdlavuta,ikhasinojeni,,isibangelikankere,ikhasinojeni,,sebaka kankere,khasinojene,,,sebaka kankere,,sehlolakankere,,,sebaka mofetshe,sebaka kankere,,tshivhangapfuko,tshivhangakhentsara,khasinodzheni,,,,xivangamfukuzana,khasinojeni,,
dsac_pharm_sec_00129,cardiovascular drug,,,kardiovaskulêre medisyne,kardiovaskulêre geneesmiddel,,,,,ichiza lesifo sentliziyo,,,,sidzakamiva lesihlobene nenhlitiyo,,,,iselaphi sesifo sehliziyo nemithambo,iselaphi sobulwele behliziyo nemithambo,,sethibela malwetse pelo,,,,seokobatša bolwetši pelo,,,,,moriana wa pelo le methapo,,,tshidzidzivhadzi tsha u thivhela vhulwadze ha mbilu,,,,,,xidzidziharisi xa vuvabyi bya mbilu,,,
dsac_pharm_sec_00130,cascara,,,kaskara,,,,,,ikhaskhara,,,,ikhasikhara,,,,ikhaskhara,,,khaskhara,,,,khasikhara,,khaskhara,,,khaskhara,,,khasikhara,,,,,,khasikara,,,
dsac_pharm_sec_00131,castor oil,,,kasterolie,,,,,,ikastroyile,,,,i-oyili yemhlafutfo,ikhasta oyili,,,ikastroli,,,kaseteroli,,,,kasetoroli,,,,,kasteroli,,,ole ya khasiṱa,ole ya khasṱa,,,,,mafurha ya nhlampfurha,,,
dsac_pharm_sec_00132,catheter,,,kateter,,,,,,umbhobho wokuchamisa,ikhathetha,,,lishubhu lekufaka nekukhipha luketjeti emtimbeni,ikhathetha,,,itjhubhu elisikhambisi sokusamanzi emzimbeni,ikhathetha,,segopa dielammeleng,setshela dielammeleng,,,khathetha,,,,,khathetha,,,tshibvisa tshiluḓi muvhilini,khathyetha,,,,,xikokachela swihalaki,,,
dsac_pharm_sec_00133,central nervous system,CNS,,sentrale senuweestelsel,sentrale senustelsel,SSS,,,,imithamboluvo engundoqo,,,,umsukaluhlelomiva,,,,irherho mizwa lobuqopho nomgogodlha,,,tlhamaganyanekgolo ya methapo,,,,mokgwapeakanyomegalatšhikagare,,,,,taolo ya methapokutlo,,,sisteme ya vhuṱaledzi ha vhukati,,,,,,sisiteme ya longobyongo,,,
dsac_pharm_sec_00134,centrifugation,,,sentrifugering,sentrifugasie,,,,,ukuhluzwa kwegazi,,,,kuhlunga,kusefa,,,ukutshega,,,kgaogantshometswako,,,,kgaogantšhotswako,,,,,karohanyo ya metswako,,,khethekhanyo ya zwiluḓi zwi no leluwa na zwi sa leluwi,,,,,,vuhambanisaswitiki na swivevuki,,,
dsac_pharm_sec_00135,centrifuge,,,sentrifuge,sentrifugeerder,,,,,isihluzigazi,,,,lihluto,,,,umtshini wokutshega,,,sekgaoganyametswako,,,,searogantšhametswako,,sekgaoantšhatswako,,,searohanyametswako,,,mutshini wa u fhambanisa zwi no leluwa na zwi sa leluwi,,,,,,xihambanisaswitiki na swivevuki,,,
dsac_pharm_sec_00136,cerebral palsy,,,serebrale gestremdheid,serebrale parese,,,,,ulimalobuchopho,,,,bubungu,,,,ukukhubazeka kobuqopho,,,thepetlano ya dithwe,,,,bogolofadi bja go hlolwa ke kgobalo ya bjoko,,kgolofalobjoko,,,kgolofalo ya serebramo,,,fuvhalo kha vhuluvhi ha phanḓa,,,,,,vutsoniwapfabyongweni,,,
dsac_pharm_sec_00137,child-resistant packaging,,,kinderbestande verpakking,,,,,,engenakuvulwa ngumntwana,,,,lokungeke kuvulwe ngumntfwana,,,,ukuvala ngokuvikela abantwana,,,pako ya tshitangwana,,,,sekhurumelotšhitabana,,,,,tshitabana,,,vhutsireledzavhana,,,,,,mpangansirhelelo eka vana,,,
dsac_pharm_sec_00138,child's dose,pediatric dosage,,pediatriese dosis,kinderdosis,,,,,umlinganiselo wabantwana,,,,silinganisomutsi semntfwana,umtsamomutsi wemntfwana,,,isilinganiso sabantwana,,,mothamo wa ngwana,tekanyetsamolemo sa ngwana,,,tekanyohlarengwana,,,,,tekanyo ya ngwana,,,phimamushonga wa vhana,,,,,,mpimamurhi wa vana,,,
dsac_pharm_sec_00139,chipping,,,afsplintering,,,,,,okuqhezuka,,,,kucetuka,,,,ukuqephuka,,,ketlogo,,,,kgetlogo,,,,,ho qhetsoha ha pidisi,,,u peḓuwa,,,,,,mpetluko,,,
dsac_pharm_sec_00140,chlorination,,,chlorinering,chlorering,,,,,ucocomanzi ngeklorini,,,,kuhlanta ngeklorini,,,,ihlwengiso manzi ngetlorini,,,tlhwekiso metsi ka tlelorini,,,,tlhwekišomeetse ka tlilorini,,,,,tlhwekiso ya metsi ka tlelorini,,,vhukunakisa maḓi nga kulorini,,,,,,mbhasiso hi tlilorini,,,
dsac_pharm_sec_00141,cholesterol,,,cholesterol,,,,,,amafutha asegazini,ikholesteroli,,,ikholesteroli,,,,ikholesteroli,,,kholeseterole,,,,kholeseterole,,,,,kholesterole,,,kholesiterolo,,,,,,kholesiterolo,,,
dsac_pharm_sec_00142,chronic care,,,chroniese versorging,chroniese sorg,,,,,uzengezenge lonyango,,,,lunakekelo kwelashwa lolungagcini,,,,itjhejo ngokwelatjhwa okungapheliko,,,tlhokomelo ya masafoleng,,,,tlhokomelotelele,,tlhokomelokhroniki,,,kalafo ya motjhaotjhele,,,ndondolo ya dzilafho ya nyimele i sa fheli,,,,,,vuongorigodzombela,nhlayiso godzombela,vutshungurigodzombela,
dsac_pharm_sec_00143,cinnamon,,,kaneel,,,,,,isinamoni,,,,isinamoni,,,,isinamoni,,,sinamone,,,,sinamone,,,,,sinamone,,,sinamoni,,,,,,sinamoni,,,
dsac_pharm_sec_00144,circulatory shock,,,sirkulatoriese skok,sirkulasieskok,,,,,ucothogazi lwethutyana,,,,sitsikametilutungelelongati,,,,ukuthikamezeka komzombe weengazi,ukuthikaziseka komzombe weengazi,,tlhabego ya kelelomadi,,,,kgaotšo tshepetšo madi,,kgaotšo kabomadi,,,kgaolo ya phallo ya madi,,,nyimelo ya u ya u ongolowa i so ngo ḓoweleaho,,,,,,hunguteko wa ndzhendzeleko wa ngati,,,
dsac_pharm_sec_00145,circulatory system,,,bloedsomloopstelsel,bloedvatstelsel,bloedvaatstelsel,,,,inkqubo yojikeleziso gazi,,,,luhlelo lwekutungeleta kwengati,,,,irherho lokukhanjiswa kweengazi,ihlelo lokusebenza kwehliziyo,,matlhamaganyane a kelelomadi,,,,mokgwapeakanyo madi,,,,,taolo ya phallo ya madi,,,sisiteme ya nyelelo ya malofha,,,,,,sisiteme ya ndzhendzeleko wa ngati,,,
dsac_pharm_sec_00146,cleaning agent,,,skoonmaakmiddel,reinigingsmiddel,,,,,isicoci,,,,umutsi sihlanti,umutsi sigezi,,,isihlwengisi,,,sephepafatsi,setlhwekisi,,,sehlwekiši,,,,,sehlwekisi,,,tshikunakisi,,,,,,xibasisi,,,
dsac_pharm_sec_00147,clinical,,,klinies,,,,,,-phathelene nonyango,,,,-phatselene nekwelashwa,,,,-phathelene nesenzo sokwelapha,,,-kalafi,,,,-kalafo,,-bongaka,,,-kalafo,,,ilafha,,,,,,-xitlilinikali,,,
dsac_pharm_sec_00148,clinical response,,,kliniese reaksie,kliniese uitwerking,,,,,ukusabela kunyango,,,,kusebenta kwekwelashwa,,,,umphumela wokwelatjhwa,,,tsibogelokalafi,,,,phetogotšwa kalafong,,,,,kamohelo ya kalafo,,,u shuma ha ngalafho,,,,,,anguloxitlilinikali,,,
dsac_pharm_sec_00149,closed joined length,CJL,,lengte ná verseëling,,,,,,ubude bekhephsuli,,,,budze beliphilisisalibhosho,,,,ubude bekhepsuli elipheleleko,ubude bekhepsuli,,boleeletswalo,,,,khephisulutelele,,,,,botelele ba khepsule e sa buleheng,,,vhulapfu ha khephusulu,,,,,,vulehinkatsanompfaleko,,,
dsac_pharm_sec_00150,coagulation,,,stolling,koagulering,koagulasie,,,,ukujiya kwegazi,,,,lushubongati,lutiyongati,,,ukujiya kweengazi,ukwakheka kwehlwili,,kgatlho ya madi,tlholefalo,themo,,themišomadi,,kgahlišomadi,,,tlhwebo ya madi,,,u khekha ha malofha,,,,,,ntiyangati,,,
dsac_pharm_sec_00151,coating,,,bedekking,,,,,,ukuhombisa,ukugudisa ipilisi,,,luhucophilisi,,,,ukweleka ipilisi,,,rethefatsa,goma,,,thetofatšo philisi,,go khoutha philisi,,,ho khouta pidisi,,,u khoutha,nḓodzaluvhemba,,,,,ntinto,,,
dsac_pharm_sec_00152,coca leaf,,,kokablaar,,,,,,igqabi lekhowukha,,,,licembe lekhokha,,,,ikari lekhowukha,,,letlhare khoukha,,,,letlakala khoukha,,,,,lehlaku la khokha,,,ṱari ḽa khokhe,,,,,,tluka ra khokha,,,
dsac_pharm_sec_00153,coconut oil,,,klapperolie,kokosolie,,,,,ioli yekhokhonathi,,,,emafutsa ekhokhonathi,i-oyili yekhokhonathi,,,amafutha wekhokhonathi,i-oli yekhokhonathi,,oli ya khokhonate,,,,oli ya khokhonate,,,,,oli ya khokhonate,,,oiḽi ya khokhonati,,,,,,mafurha ya khokhonati,,,
